event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season
USA Ultimate National Championships,Club,86455,Patrol,10,GOAT,15,2015-10-03,Men,1,2015
USA Ultimate National Championships,Club,86458,HIGH FIVE,15,Johnny Bravo,13,2015-10-03,Men,1,2015
USA Ultimate National Championships,Club,86456,HIGH FIVE,14,Florida United,7,2015-10-02,Men,1,2015
USA Ultimate National Championships,Club,86457,Rhino,9,Johnny Bravo,15,2015-10-02,Men,1,2015
USA Ultimate National Championships,Club,86515,Brute Squad,15,Heist,10,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86516,Nightlock,13,Capitals,9,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86517,Brute Squad,15,Capitals,7,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86518,Nightlock,15,Heist,7,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86519,Brute Squad,15,Nightlock,7,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86520,Heist,13,Capitals,11,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86521,Fury,15,BENT,7,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86522,Ozone,14,Showdown,11,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86523,Fury,15,Showdown,11,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86524,Ozone,12,BENT,8,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86525,Fury,15,Ozone,8,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86526,BENT,12,Showdown,10,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86527,Seattle Riot,15,Schwa,9,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86528,Scandal,12,Phoenix,7,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86529,Seattle Riot,15,Phoenix,6,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86530,Scandal,15,Schwa,10,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86531,Seattle Riot,15,Scandal,13,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86532,Schwa,13,Phoenix,11,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86533,Molly Brown,15,Iris,3,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86534,Traffic,15,Nemesis,7,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86535,Molly Brown,15,Nemesis,4,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86536,Traffic,15,Iris,10,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86537,Molly Brown,15,Traffic,11,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,86538,Iris,13,Nemesis,14,2015-10-01,Women,1,2015
USA Ultimate National Championships,Club,172874,Brute Squad,15,Seattle Riot,12,2015-10-04,Women,1,2015
USA Ultimate National Championships,Club,172872,Brute Squad,15,Molly Brown,7,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,172873,Fury,11,Seattle Riot,15,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,172868,Brute Squad,15,Ozone,7,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172869,Molly Brown,13,Scandal,12,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172870,Fury,15,Nightlock,8,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172871,Seattle Riot,14,Traffic,12,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172860,Brute Squad,15,Iris,11,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172861,Ozone,15,Schwa,13,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172862,Molly Brown,15,Capitals,5,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172863,Scandal,15,BENT,8,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172864,Fury,14,Phoenix,9,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172865,Nightlock,15,Nemesis,9,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172866,Seattle Riot,15,Showdown,7,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172867,Traffic,15,Heist,12,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86560,Nightlock,15,Heist,11,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,86559,Iris,11,Heist,15,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86557,Iris,15,Nemesis,12,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86558,BENT,8,Heist,9,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86564,Phoenix,13,Ozone,11,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,86563,Schwa,10,Phoenix,15,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86561,Schwa,15,Showdown,7,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86562,Phoenix,15,Capitals,10,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172859,Traffic,16,Scandal,15,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,172857,Traffic,12,Nightlock,11,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172858,Ozone,8,Scandal,15,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,86565,Iris,11,Schwa,15,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,172855,BENT,11,Capitals,13,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,172853,Nemesis,9,BENT,11,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172854,Showdown,9,Capitals,11,2015-10-02,Women,1,2015
USA Ultimate National Championships,Club,172856,Nemesis,6,Showdown,12,2015-10-03,Women,1,2015
USA Ultimate National Championships,Club,86460,Drag'n Thrust,13,NOISE,11,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86461,Seattle Mixtape,15,7 Express,5,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86462,Drag'n Thrust,13,7 Express,11,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86463,Seattle Mixtape,15,NOISE,8,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86464,Drag'n Thrust,9,Seattle Mixtape,15,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86465,NOISE,9,7 Express,15,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86466,The Chad Larson Experience,17,Metro North,15,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86467,Bucket,12,Ambiguous Grey,14,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86468,The Chad Larson Experience,15,Ambiguous Grey,8,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86469,Bucket,12,Metro North,8,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86470,The Chad Larson Experience,15,Bucket,14,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86471,Metro North,8,Ambiguous Grey,13,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86472,Wild Card,15,Love Tractor,12,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86473,Polar Bears,15,BirdFruit,13,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86474,Wild Card,15,BirdFruit,6,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86475,Polar Bears,14,Love Tractor,8,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86476,Wild Card,15,Polar Bears,10,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86477,Love Tractor,8,BirdFruit,15,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86478,Slow White,15,AMP,7,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86479,Blackbird,10,UPA,11,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86480,Slow White,10,UPA,15,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86481,Blackbird,11,AMP,10,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86482,Slow White,15,Blackbird,9,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86483,AMP,15,UPA,5,2015-10-01,Mixed,1,2015
USA Ultimate National Championships,Club,86498,Seattle Mixtape,12,Drag'n Thrust,14,2015-10-04,Mixed,1,2015
USA Ultimate National Championships,Club,86496,Seattle Mixtape,15,Polar Bears,13,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86497,Drag'n Thrust,13,Slow White,11,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86492,Seattle Mixtape,15,Ambiguous Grey,13,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86493,UPA,13,Polar Bears,14,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86494,The Chad Larson Experience,8,Drag'n Thrust,15,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86495,Wild Card,8,Slow White,14,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86484,Seattle Mixtape,12,AMP,9,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86485,Ambiguous Grey,15,BirdFruit,9,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86486,UPA,15,NOISE,10,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86487,Polar Bears,12,Bucket,11,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86488,The Chad Larson Experience,15,Love Tractor,8,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86489,Drag'n Thrust,14,Blackbird,13,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86490,Wild Card,14,Metro North,8,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86491,Slow White,15,7 Express,8,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86501,The Chad Larson Experience,15,Ambiguous Grey,9,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86499,The Chad Larson Experience,15,UPA,13,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86500,Ambiguous Grey,10,Wild Card,9,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86505,UPA,12,Blackbird,15,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86504,Blackbird,15,7 Express,10,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86502,Blackbird,14,BirdFruit,12,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86503,7 Express,13,Love Tractor,11,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86509,Metro North,15,Wild Card,9,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86508,AMP,10,Metro North,12,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86506,AMP,13,NOISE,9,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86507,Metro North,11,Bucket,9,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86510,7 Express,9,AMP,11,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86513,Love Tractor,13,Bucket,11,2015-10-03,Mixed,1,2015
USA Ultimate National Championships,Club,86511,BirdFruit,7,Love Tractor,15,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86512,NOISE,10,Bucket,14,2015-10-02,Mixed,1,2015
USA Ultimate National Championships,Club,86514,BirdFruit,13,NOISE,15,2015-10-03,Mixed,1,2015
Great Lakes Men's Regionals,Club,85072,HIGH FIVE,15,Chicago Machine,8,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85070,HIGH FIVE,15,Brickyard,5,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85071,Smokestack,11,Chicago Machine,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85066,HIGH FIVE,15,Enigma,8,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85067,Brickyard,15,Black Market,11,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85068,Smokestack,15,Beachfront Property,13,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85069,Haymaker,3,Chicago Machine,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85058,HIGH FIVE,15,Maverick,3,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85059,Enigma,13,Kentucky Flying Circus,12,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85060,Brickyard,15,Black Market II,7,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85061,Pocket City Approach,9,Black Market,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85062,Smokestack,15,Bounty Hunters,10,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85063,Black Sheep,7,Beachfront Property,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85064,Haymaker,14,Spoiler,6,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85065,Spin-Itch,1,Chicago Machine,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85086,Chicago Machine,15,Black Market,8,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85085,Brickyard,15,Black Market,16,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85083,Beachfront Property,13,Brickyard,15,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85084,Black Market,15,Smokestack,11,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85081,Haymaker,7,Beachfront Property,13,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85082,Black Market,15,Enigma,6,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85077,Haymaker,13,Kentucky Flying Circus,8,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85078,Beachfront Property,15,Pocket City Approach,5,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85079,Black Market,15,Bounty Hunters,5,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85080,Enigma,15,Spoiler,14,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85073,Maverick,10,Kentucky Flying Circus,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85074,Black Market II,13,Pocket City Approach,15,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85075,Bounty Hunters,15,Black Sheep,12,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85076,Spoiler,15,Spin-Itch,9,2015-09-12,Men,1,2015
Great Lakes Men's Regionals,Club,85089,Maverick,15,Black Sheep,7,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85087,Maverick,15,Black Market II,6,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85088,Black Sheep,15,Spin-Itch,4,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85090,Black Market II,15,Spin-Itch,7,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85091,Kentucky Flying Circus,15,Pocket City Approach,11,2015-09-13,Men,1,2015
Great Lakes Men's Regionals,Club,85092,Bounty Hunters,15,Spoiler,10,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85138,Truck Stop,11,Temper,8,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85136,Truck Stop,14,Medicine Men,10,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85137,Temper,15,Patrol,9,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85132,Truck Stop,15,8$OLD SOL,7,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85133,Medicine Men,12,Slag Dump,11,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85134,Temper,15,Town Hall Stars,6,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85135,Garden State Ultimate,5,Patrol,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85124,Truck Stop,15,Watchdogs,0,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85125,CityWide Special,8,8$OLD SOL,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85126,Medicine Men,15,John Doe,9,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85127,Slag Dump,14,Richmond Floodwall,13,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85128,Temper,15,Bear Proof,3,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85129,RUNTIME,11,Town Hall Stars,14,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85130,Garden State Ultimate,14,Takers,11,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85131,RoadHouse,0,Patrol,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85152,Temper,9,Patrol,12,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85151,Medicine Men,12,Patrol,14,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85149,Garden State Ultimate,8,Medicine Men,14,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85150,8$OLD SOL,8,Patrol,15,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85147,Garden State Ultimate,15,Town Hall Stars,7,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85148,Slag Dump,15,8$OLD SOL,16,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85143,Garden State Ultimate,13,CityWide Special,8,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85144,Town Hall Stars,15,Richmond Floodwall,12,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85145,Slag Dump,15,RUNTIME,14,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85146,8$OLD SOL,15,RoadHouse,4,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85139,Watchdogs,8,CityWide Special,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85140,John Doe,13,Richmond Floodwall,14,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85141,Bear Proof,11,RUNTIME,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85142,Takers,10,RoadHouse,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85155,John Doe,11,Takers,7,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85153,Watchdogs,7,John Doe,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85154,Bear Proof,13,Takers,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,85156,Watchdogs,8,Bear Proof,15,2015-09-12,Men,1,2015
Mid-Atlantic Men's Regionals,Club,86672,Richmond Floodwall,12,RoadHouse,8,2015-09-13,Men,1,2015
Mid-Atlantic Men's Regionals,Club,86673,CityWide Special,10,Richmond Floodwall,12,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85093,Madison Club,13,Prairie Fire,9,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85094,SmokeStack,11,MKE,13,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85095,Madison Club,13,MKE,7,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85096,Prairie Fire,13,Doobie Brothers,5,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85097,MKE,13,Doobie Brothers,5,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85098,Madison Club,13,SmokeStack,4,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85099,Prairie Fire,13,MKE,5,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85100,SmokeStack,13,Doobie Brothers,10,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85101,Prairie Fire,13,SmokeStack,4,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85102,Madison Club,13,Doobie Brothers,9,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85103,Imperial,13,Mad Men,11,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85104,Sub Zero,13,CaSTLe,6,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85105,Sub Zero,13,Mad Men,6,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85106,CaSTLe,15,Wisconsin Hops,13,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85107,Mad Men,13,Wisconsin Hops,8,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85108,Sub Zero,13,Imperial,7,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85109,CaSTLe,10,Mad Men,11,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85111,CaSTLe,6,Imperial,13,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85112,Sub Zero,13,Wisconsin Hops,5,2015-09-12,Men,1,2015
North Central Men's Regionals,Club,85115,Madison Club,15,Prairie Fire,10,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85113,Madison Club,15,Imperial,8,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85114,Prairie Fire,16,Sub Zero,14,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85121,Prairie Fire,14,Sub Zero,15,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85120,MKE,10,Sub Zero,15,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85118,Imperial,12,MKE,15,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85119,SmokeStack,7,Sub Zero,15,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85116,MKE,15,CaSTLe,9,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85117,Mad Men,13,SmokeStack,14,2015-09-13,Men,1,2015
North Central Men's Regionals,Club,85122,CaSTLe,11,Mad Men,13,2015-09-13,Men,1,2015
Northeast Men's Regionals,Club,85521,Ironside,15,GOAT,12,2015-09-13,Men,1,2015
Northeast Men's Regionals,Club,85519,Ironside,15,Dark or Light,10,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85520,GOAT,15,PoNY,10,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85515,Ironside,15,Mockingbird,5,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85516,Garuda,13,Dark or Light,15,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85518,Phoenix,11,PoNY,15,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85507,Ironside,15,NXTMNS,8,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85508,Mockingbird,15,Red Tide,8,2015-09-12,Men,1,2015
Northeast Men's Regionals,Club,85510,Bruises,8,Dark or Light,15,2015-09-12,Men,1,2015
