event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season
USA Ultimate National Championships,Club,166245,PoNY,15,Johnny Bravo,9,2017-10-21,Men,1,2017
USA Ultimate National Championships,Club,165928,Sub Zero,13,Chicago Machine,12,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,166244,Johnny Bravo,13,Sockeye,12,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,166240,Johnny Bravo,14,SoCal Condors,11,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,166241,Sockeye,14,GOAT,13,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,166242,HIGH FIVE,12,Sub Zero,14,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,166243,Patrol,0,Chicago Machine,15,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,165939,GOAT,13,HIGH FIVE,14,2017-10-21,Men,1,2017
USA Ultimate National Championships,Club,165937,SoCal Condors,8,GOAT,15,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,165938,HIGH FIVE,15,Patrol,13,2017-10-20,Men,1,2017
USA Ultimate National Championships,Club,165940,SoCal Condors,14,Patrol,11,2017-10-21,Men,1,2017
USA Ultimate National Championships,Club,165997,Seattle Riot,15,Showdown,6,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,165998,6ixers,12,Underground,11,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,165999,Seattle Riot,12,Underground,6,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166000,6ixers,12,Showdown,13,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166001,Seattle Riot,15,6ixers,8,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166002,Showdown,6,Underground,12,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166003,Brute Squad,14,Pop,3,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166004,Ozone,15,Rival,12,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166005,Brute Squad,15,Rival,5,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166006,Ozone,12,Pop,6,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166007,Brute Squad,15,Ozone,9,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166008,Pop,14,Rival,12,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166009,Molly Brown,15,Heist,6,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166010,Traffic,14,Schwa,8,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166011,Molly Brown,15,Schwa,10,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166012,Traffic,15,Heist,11,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166013,Molly Brown,15,Traffic,8,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166014,Heist,9,Schwa,15,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166015,Fury,15,Nightlock,4,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166016,Scandal,15,Nemesis,6,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166017,Fury,15,Nemesis,7,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166018,Scandal,12,Nightlock,11,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166019,Fury,15,Scandal,7,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166020,Nightlock,14,Nemesis,11,2017-10-19,Women,1,2017
USA Ultimate National Championships,Club,166049,Heist,15,Nemesis,10,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166050,Showdown,13,Rival,12,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166031,Fury,14,Brute Squad,13,2017-10-22,Women,1,2017
USA Ultimate National Championships,Club,166029,Ozone,5,Fury,15,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166030,Molly Brown,10,Brute Squad,12,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166025,Seattle Riot,11,Ozone,12,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166026,Traffic,5,Fury,15,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166027,Molly Brown,13,Scandal,11,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166028,Nightlock,6,Brute Squad,15,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166021,Ozone,15,Schwa,9,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166022,Pop,8,Traffic,15,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166023,Scandal,13,6ixers,12,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166024,Nightlock,13,Underground,10,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166035,Seattle Riot,15,Traffic,9,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166033,Seattle Riot,15,Nightlock,7,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166034,Traffic,15,Scandal,13,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166039,Nightlock,10,Scandal,15,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166038,Rival,9,Scandal,13,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166257,Nightlock,11,6ixers,10,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166036,Underground,7,Rival,12,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166256,6ixers,13,Schwa,10,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166252,6ixers,14,Nemesis,9,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166253,Heist,13,Schwa,14,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166254,Underground,11,Showdown,8,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166255,Rival,12,Pop,9,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166044,Schwa,11,Underground,13,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166047,Heist,15,Pop,9,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,166045,Nemesis,11,Heist,15,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166046,Showdown,10,Pop,12,2017-10-20,Women,1,2017
USA Ultimate National Championships,Club,166048,Nemesis,12,Showdown,10,2017-10-21,Women,1,2017
USA Ultimate National Championships,Club,165943,Seattle Mixtape,15,NOISE,10,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165944,Mischief,12,Public Enemy,15,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165945,Seattle Mixtape,13,Public Enemy,12,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165946,Mischief,13,NOISE,6,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165947,Seattle Mixtape,15,Mischief,8,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165948,NOISE,10,Public Enemy,15,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165949,AMP,14,Toro,11,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165950,Blackbird,12,Metro North,9,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165951,AMP,12,Metro North,11,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165952,Blackbird,15,Toro,11,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165953,AMP,14,Blackbird,9,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165954,Toro,12,Metro North,11,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165955,Drag'n Thrust,13,shame.,15,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165956,Wild Card,14,Love Tractor,13,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165957,Drag'n Thrust,11,Love Tractor,10,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165958,Wild Card,13,shame.,12,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165959,Drag'n Thrust,12,Wild Card,9,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165960,shame.,14,Love Tractor,13,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165961,Slow White,15,Steamboat,10,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165962,BFG,14,No Touching!,7,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165963,Slow White,14,No Touching!,9,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165964,BFG,15,Steamboat,12,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165965,Slow White,15,BFG,13,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165966,Steamboat,12,No Touching!,11,2017-10-19,Mixed,1,2017
USA Ultimate National Championships,Club,165995,NOISE,13,No Touching!,9,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165996,Metro North,13,Love Tractor,10,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165977,Seattle Mixtape,13,AMP,12,2017-10-22,Mixed,1,2017
USA Ultimate National Championships,Club,165975,Seattle Mixtape,15,Slow White,11,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165976,BFG,11,AMP,15,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165971,Seattle Mixtape,13,Wild Card,12,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165972,Drag'n Thrust,8,Slow White,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165973,shame.,11,BFG,12,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165974,Public Enemy,10,AMP,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165967,Blackbird,9,Wild Card,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165968,Toro,11,Drag'n Thrust,14,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165969,BFG,12,Mischief,10,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165970,Steamboat,10,Public Enemy,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165978,Slow White,8,BFG,13,2017-10-22,Mixed,1,2017
USA Ultimate National Championships,Club,165981,Public Enemy,6,Wild Card,15,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165979,Drag'n Thrust,14,Public Enemy,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165980,shame.,8,Wild Card,15,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165985,Drag'n Thrust,15,Metro North,9,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165984,Metro North,15,shame.,9,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,166251,Drag'n Thrust,15,No Touching!,8,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165982,Metro North,12,Blackbird,11,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,166250,No Touching!,15,Toro,8,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,166246,Mischief,12,No Touching!,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,166247,NOISE,10,Toro,13,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,166248,Steamboat,11,Metro North,14,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,166249,Love Tractor,12,Blackbird,15,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165990,Toro,11,Blackbird,14,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165993,Mischief,13,Steamboat,9,2017-10-21,Mixed,1,2017
USA Ultimate National Championships,Club,165991,Mischief,14,NOISE,12,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165992,Steamboat,14,Love Tractor,13,2017-10-20,Mixed,1,2017
USA Ultimate National Championships,Club,165994,NOISE,7,Love Tractor,13,2017-10-21,Mixed,1,2017
Great Lakes Men's Regional Championship 2017,Club,165251,HIGH FIVE,13,Enigma,8,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165252,CLE Smokestack,13,Black Lung,6,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165253,HIGH FIVE,13,Black Lung,6,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165254,CLE Smokestack,13,Enigma,10,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165255,HIGH FIVE,13,CLE Smokestack,10,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165256,Enigma,11,Black Lung,12,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165257,Chicago Machine,13,Beachfront Property,4,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165258,Four,13,Baemaker,7,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165259,Chicago Machine,13,Baemaker,1,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165260,Four,9,Beachfront Property,13,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165261,Chicago Machine,13,Four,6,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165262,Beachfront Property,13,Baemaker,3,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165263,Brickyard,13,Haymaker,7,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165264,Kentucky Flying Circus,13,Mango Tree,8,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165265,Brickyard,13,Mango Tree,3,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165266,Kentucky Flying Circus,13,Haymaker,6,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165267,Brickyard,13,Kentucky Flying Circus,4,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165268,Haymaker,12,Mango Tree,7,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165269,Black Market,13,South Shore Line,6,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165270,Schweingeist,14,Chimney,13,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165271,Black Market,13,Chimney,3,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165272,Schweingeist,12,South Shore Line,13,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165273,Black Market,12,Schweingeist,9,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165274,South Shore Line,13,Chimney,6,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165277,HIGH FIVE,11,Chicago Machine,15,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165275,HIGH FIVE,15,Black Market,8,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165276,Brickyard,6,Chicago Machine,15,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165287,HIGH FIVE,15,Brickyard,8,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165286,Black Market,10,Brickyard,12,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165284,Black Market,15,Beachfront Property,9,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165285,CLE Smokestack,13,Brickyard,15,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165282,Kentucky Flying Circus,12,Beachfront Property,13,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165283,CLE Smokestack,14,Haymaker,10,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165278,Kentucky Flying Circus,15,Schweingeist,8,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165279,Black Lung,6,Beachfront Property,15,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165280,CLE Smokestack,15,Four,7,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165281,Haymaker,14,South Shore Line,12,2017-09-23,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165288,Kentucky Flying Circus,8,Haymaker,11,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165291,Black Lung,4,South Shore Line,11,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165289,Schweingeist,10,Black Lung,15,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165290,Four,12,South Shore Line,15,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165292,Schweingeist,6,Four,15,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165295,Enigma,13,Baemaker,9,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165293,Enigma,15,Chimney,14,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165294,Mango Tree,14,Baemaker,15,2017-09-24,Men,0,2017
Great Lakes Men's Regional Championship 2017,Club,165296,Chimney,5,Mango Tree,13,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165498,Sub Zero,11,Illusion,6,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165499,Mad Men,11,Scythe,6,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165500,MKE,11,KC SmokeStack,4,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165510,Sub Zero,11,Scythe,3,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165511,Mad Men,11,MKE,4,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165512,Illusion,9,KC SmokeStack,7,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165501,Sub Zero,13,Mad Men,11,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165502,Illusion,11,MKE,12,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165503,Scythe,11,KC SmokeStack,8,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165504,Sub Zero,11,MKE,6,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165505,Mad Men,11,KC SmokeStack,4,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165506,Illusion,12,Scythe,10,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165507,Sub Zero,11,KC SmokeStack,4,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165508,Mad Men,11,Illusion,8,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165509,MKE,11,Scythe,7,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165513,Madison Club,11,General Strike,4,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165514,Prairie Fire,11,Imperial,5,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165525,Madison Club,11,Imperial,8,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165526,Prairie Fire,11,CaSTLe,7,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165516,Madison Club,11,Prairie Fire,8,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165517,General Strike,10,CaSTLe,9,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165519,Madison Club,11,CaSTLe,3,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165521,General Strike,10,Imperial,8,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165523,Prairie Fire,11,General Strike,5,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165524,CaSTLe,9,Imperial,7,2017-09-23,Men,0,2017
North Central Men's Regional Championship 2017,Club,165546,Sub Zero,15,Madison Club,14,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165544,Sub Zero,15,Prairie Fire,11,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165545,General Strike,8,Madison Club,15,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165540,Sub Zero,15,CaSTLe,7,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165541,Prairie Fire,15,MKE,8,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165542,Mad Men,12,General Strike,14,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165543,Illusion,9,Madison Club,15,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165547,Prairie Fire,9,General Strike,5,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165550,Mad Men,13,Illusion,15,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165548,CaSTLe,10,Mad Men,15,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165549,MKE,10,Illusion,15,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165551,CaSTLe,11,MKE,15,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165554,Imperial,15,KC SmokeStack,7,2017-09-24,Men,0,2017
North Central Men's Regional Championship 2017,Club,165552,Scythe,12,Imperial,14,2017-09-24,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164733,Ironside,13,Pesterbug,7,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164734,Blueprint,13,Westchester Magma Bears,8,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164735,Ironside,13,Westchester Magma Bears,6,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164736,Blueprint,13,Pesterbug,10,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164737,Ironside,13,Blueprint,4,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164738,Pesterbug,13,Westchester Magma Bears,10,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164739,Dig,13,Big Wrench,9,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164740,Boston Baked Beans,13,Fat and Mediocre,8,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164741,Dig,13,Fat and Mediocre,0,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164742,Boston Baked Beans,12,Big Wrench,11,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164743,Dig,13,Boston Baked Beans,3,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164744,Big Wrench,13,Fat and Mediocre,11,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164745,PoNY,13,Club M - Manic,8,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164746,Colt,13,Shade,8,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164747,PoNY,13,Shade,9,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164748,Colt,13,Club M - Manic,9,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164749,PoNY,13,Colt,7,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164750,Club M - Manic,13,Shade,11,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164751,GOAT,13,Red Circus,4,2017-09-23,Men,0,2017
Northeast Men's Regional Championship 2017,Club,164752,Mockingbird,13,Deathsquad,7,2017-09-23,Men,0,2017
