event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season
USA Ultimate D-I College Championships,College,72034,Oregon,6,North Carolina,15,2015-05-25,Men,1,2015
USA Ultimate D-I College Championships,College,72032,Oregon,15,Florida State,12,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72033,North Carolina,15,Central Florida,10,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72028,Oregon,15,Texas,9,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72029,Florida State,12,Massachusetts,10,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72030,Colorado,9,North Carolina,15,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72031,Pittsburgh,9,Central Florida,15,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72024,Minnesota,11,Oregon,14,2015-05-23,Men,1,2015
USA Ultimate D-I College Championships,College,72025,Florida State,15,Texas A&M,12,2015-05-23,Men,1,2015
USA Ultimate D-I College Championships,College,72026,Colorado,14,Georgia,9,2015-05-23,Men,1,2015
USA Ultimate D-I College Championships,College,72027,Pittsburgh,14,North Carolina-Wilmington,11,2015-05-23,Men,1,2015
USA Ultimate D-I College Championships,College,72047,Wisconsin,15,Cornell,12,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72048,Cincinnati,12,Illinois,15,2015-05-23,Men,1,2015
USA Ultimate D-I College Championships,College,72049,California-Santa Barbara,11,Auburn,14,2015-05-23,Men,1,2015
USA Ultimate D-I College Championships,College,72050,Maryland,10,Western Washington,15,2015-05-24,Men,1,2015
USA Ultimate D-I College Championships,College,72051,Oregon,15,Notre Dame,10,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72052,Florida State,14,Central Florida,13,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72053,Notre Dame,11,Central Florida,9,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72054,Florida State,10,Victoria,14,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72055,Oregon,15,Victoria,9,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72056,Oregon,15,Florida State,5,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72057,Notre Dame,10,Victoria,15,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72058,Oregon,15,Central Florida,3,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72059,Notre Dame,7,Florida State,15,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72060,Central Florida,14,Victoria,9,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72061,Stanford,15,Middlebury,1,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72062,Dartmouth,15,Ohio State,8,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72063,Stanford,15,Dartmouth,6,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72064,Washington,15,Ohio State,12,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72065,Washington,13,Middlebury,15,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72066,Stanford,15,Washington,11,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72067,Dartmouth,15,Middlebury,6,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72068,Ohio State,15,Middlebury,10,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72069,Dartmouth,14,Washington,13,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72070,Stanford,15,Ohio State,3,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72071,Carleton College,15,Pittsburgh,6,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72072,British Columbia,15,Texas,4,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72073,UCLA,15,Carleton College,11,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72074,British Columbia,15,Pittsburgh,7,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72075,UCLA,10,Texas,14,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72076,Pittsburgh,7,Texas,13,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72077,UCLA,10,British Columbia,13,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72078,Carleton College,12,Texas,8,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72079,UCLA,14,Pittsburgh,10,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72080,Carleton College,11,British Columbia,9,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72081,Virginia,15,Kansas,12,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72082,Whitman,15,Princeton,5,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72083,Colorado,15,Princeton,2,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72084,Whitman,12,Kansas,14,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72085,Colorado,10,Virginia,15,2015-05-22,Women,1,2015
USA Ultimate D-I College Championships,College,72086,Colorado,9,Whitman,14,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72087,Kansas,15,Princeton,12,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72088,Virginia,15,Princeton,5,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72089,Colorado,14,Kansas,9,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72090,Virginia,15,Whitman,7,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72101,Oregon,13,Stanford,11,2015-05-25,Women,1,2015
USA Ultimate D-I College Championships,College,72099,Oregon,15,British Columbia,9,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72100,Carleton College,8,Stanford,15,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72095,Dartmouth,6,Oregon,15,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72096,British Columbia,15,Virginia,9,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72097,Whitman,10,Carleton College,15,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72098,Colorado,7,Stanford,15,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72091,Dartmouth,15,Texas,9,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72092,British Columbia,15,Ohio State,8,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72093,Whitman,15,Florida State,9,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72094,Victoria,10,Colorado,15,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72102,Notre Dame,13,Princeton,15,2015-05-24,Women,1,2015
USA Ultimate D-I College Championships,College,72103,Middlebury,8,UCLA,15,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72104,Kansas,13,Central Florida,15,2015-05-23,Women,1,2015
USA Ultimate D-I College Championships,College,72105,Pittsburgh,13,Washington,14,2015-05-24,Women,1,2015
USA Ultimate D-III College Championships,College,69974,Franciscan,15,Middlebury,11,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69975,John Brown,10,Davidson,12,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69976,Franciscan,13,Davidson,9,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69977,John Brown,12,Middlebury,11,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69978,Franciscan,15,John Brown,11,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69979,Middlebury,9,Davidson,11,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69980,Brandeis,15,Claremont,6,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69981,Carleton College-GoP,15,North Park,6,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69982,Brandeis,12,North Park,10,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69983,Carleton College-GoP,11,Claremont,9,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69984,Brandeis,10,Carleton College-GoP,7,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69985,Claremont,13,North Park,12,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69986,Elon,10,Bowdoin,12,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69987,Georgia College,15,Truman State,6,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69988,Elon,13,Truman State,12,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69989,Georgia College,14,Bowdoin,10,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69990,Elon,10,Georgia College,8,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69991,Bowdoin,15,Truman State,12,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69992,Lewis & Clark,8,Bryant,15,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69993,SUNY-Geneseo,10,St Olaf,12,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69994,Lewis & Clark,12,St Olaf,10,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69995,SUNY-Geneseo,12,Bryant,11,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69996,Lewis & Clark,12,SUNY-Geneseo,13,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,69997,Bryant,15,St Olaf,5,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,70020,Franciscan,13,Brandeis,9,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70018,Franciscan,12,SUNY-Geneseo,11,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70019,Bryant,9,Brandeis,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70014,Carleton College-GoP,10,Franciscan,14,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70015,Claremont,9,SUNY-Geneseo,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70016,Bryant,11,Georgia College,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70017,Davidson,9,Brandeis,15,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70010,Carleton College-GoP,13,Bowdoin,10,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,70011,Elon,6,Claremont,13,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,70012,Bryant,15,John Brown,8,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,70013,Davidson,15,Lewis & Clark,10,2015-05-16,Men,1,2015
USA Ultimate D-III College Championships,College,70021,Carleton College-GoP,12,Claremont,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70022,Georgia College,14,Davidson,9,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70025,Middlebury,9,St Olaf,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70023,Bowdoin,9,Middlebury,14,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70024,Elon,5,St Olaf,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70028,Truman State,12,North Park,0,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70026,John Brown,7,Truman State,13,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70027,Lewis & Clark,8,North Park,10,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,70030,John Brown,12,Lewis & Clark,9,2015-05-17,Men,1,2015
USA Ultimate D-III College Championships,College,69912,Rice,15,Wake Forest,9,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69913,St Olaf,11,Luther,7,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69914,Rice,15,Luther,7,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69915,St Olaf,11,Wake Forest,8,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69916,Rice,15,St Olaf,6,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69917,Wake Forest,9,Luther,15,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69918,Truman State,14,Carleton College-Eclipse,6,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69919,Williams,14,Lehigh,9,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69920,Truman State,15,Lehigh,3,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69921,Williams,11,Carleton College-Eclipse,4,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69922,Truman State,11,Williams,9,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69923,Carleton College-Eclipse,12,Lehigh,9,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69924,Grinnell,6,Bowdoin,15,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69925,Claremont,10,Hamilton,8,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69926,Grinnell,5,Hamilton,11,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69927,Claremont,6,Bowdoin,13,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69928,Grinnell,9,Claremont,11,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69929,Bowdoin,12,Hamilton,10,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69930,Valparaiso,8,Puget Sound,12,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69931,St Benedict,13,Georgia College,9,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69932,Valparaiso,15,Georgia College,4,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69933,St Benedict,14,Puget Sound,15,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69934,Valparaiso,13,St Benedict,12,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69935,Puget Sound,15,Georgia College,4,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69944,Rice,12,Carleton College-Eclipse,9,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69945,Bowdoin,9,Truman State,8,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69940,Williams,6,Rice,15,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69941,Carleton College-Eclipse,10,Puget Sound,7,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69942,Valparaiso,7,Bowdoin,12,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69943,St Olaf,7,Truman State,15,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69936,Williams,15,Hamilton,1,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69937,Claremont,6,Carleton College-Eclipse,11,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69938,Valparaiso,15,Luther,11,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69939,St Olaf,13,St Benedict,6,2015-05-16,Women,1,2015
USA Ultimate D-III College Championships,College,69949,Williams,15,Puget Sound,6,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69950,Valparaiso,6,St Olaf,14,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69953,Wake Forest,8,Claremont,11,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69951,Hamilton,8,Wake Forest,10,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69952,Claremont,12,Georgia College,1,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69954,Luther,6,Grinnell,11,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69955,St Benedict,9,Lehigh,10,2015-05-17,Women,1,2015
USA Ultimate D-III College Championships,College,69972,Hamilton,9,Georgia College,6,2015-05-17,Women,1,2015
Atlantic Coast Dev College Men's Regionals,College,67056,Maryland B,15,Virginia Tech B,0,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67057,North Carolina-Wilmington B,15,George Washington B,6,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67058,Maryland B,15,George Washington B,3,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67059,North Carolina-Wilmington B,15,Virginia Tech B,5,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67060,Maryland B,14,North Carolina-Wilmington B,6,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67061,Virginia Tech B,15,George Washington B,10,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67062,North Carolina B,13,Virginia B,14,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67063,James Madison B,15,Georgetown B,6,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67064,North Carolina B,15,Georgetown B,9,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67065,James Madison B,15,Virginia B,4,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67066,North Carolina B,11,James Madison B,13,2015-04-25,Men,1,2015
Atlantic Coast Dev College Men's Regionals,College,67067,Virginia B,15,Georgetown B,14,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67004,North Carolina-Wilmington,13,Virginia Tech,7,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67005,Delaware,13,Clemson,7,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67006,North Carolina-Wilmington,13,Clemson,3,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67007,Delaware,14,Virginia Tech,13,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67008,North Carolina-Wilmington,13,Delaware,7,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67009,Virginia Tech,13,Clemson,9,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67010,North Carolina,13,American,1,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67011,Virginia Commonwealth,11,William & Mary,13,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67012,North Carolina,13,William & Mary,3,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67013,Virginia Commonwealth,13,American,9,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67014,North Carolina,13,Virginia Commonwealth,7,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67015,American,7,William & Mary,13,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67016,Maryland,12,South Carolina,11,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67017,Appalachian State,13,Towson,2,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67018,Maryland,13,Towson,10,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67019,Appalachian State,13,South Carolina,9,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67020,Maryland,13,Appalachian State,9,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67021,South Carolina,13,Towson,10,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67022,North Carolina State,14,Georgetown,12,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67023,Virginia,13,George Washington,7,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67024,North Carolina State,13,George Washington,9,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67025,Virginia,13,Georgetown,8,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67026,North Carolina State,7,Virginia,13,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67027,Georgetown,12,George Washington,8,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67028,North Carolina-Wilmington,13,Maryland,10,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67029,North Carolina,13,Virginia,7,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67030,North Carolina State,11,Virginia Commonwealth,13,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67031,Appalachian State,12,Virginia Tech,8,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67032,William & Mary,12,Georgetown,11,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67033,Delaware,11,South Carolina,13,2015-04-25,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67040,North Carolina-Wilmington,7,North Carolina,15,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67038,North Carolina-Wilmington,15,Virginia,6,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67039,Maryland,11,North Carolina,15,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67034,North Carolina-Wilmington,15,William & Mary,8,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67035,Virginia,14,Appalachian State,12,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67036,Maryland,15,Virginia Commonwealth,11,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67037,North Carolina,15,South Carolina,5,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67045,Maryland,15,Virginia,9,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67043,Appalachian State,8,Maryland,15,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67044,Virginia Commonwealth,10,Virginia,15,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67041,William & Mary,8,Appalachian State,15,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67042,Virginia Commonwealth,15,South Carolina,12,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67047,Appalachian State,7,Virginia Commonwealth,11,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67105,North Carolina State,14,Virginia Tech,12,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67109,Clemson,10,American,13,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67107,Clemson,15,Towson,10,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67108,American,14,George Washington,13,2015-04-26,Men,1,2015
Atlantic Coast D-I College Men's Regionals,College,67110,Towson,11,George Washington,15,2015-04-26,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67811,Elon,15,Wake Forest,10,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67812,Davidson,15,High Point,10,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67813,Elon,15,High Point,7,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67814,Davidson,15,Wake Forest,8,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67815,Elon,13,Davidson,11,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67816,Wake Forest,11,High Point,15,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67817,Richmond,15,Mary Washington,13,2015-04-25,Men,1,2015
Atlantic Coast D-III College Men's Regionals,College,67818,North Carolina-Asheville,13,Catholic,15,2015-04-25,Men,1,2015
