event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season
USA Ultimate National Championships,Club,41991,Revolver,15,PoNY,9,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41992,Doublewide,12,Prairie Fire,15,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41993,Revolver,15,Prairie Fire,9,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41994,Doublewide,13,PoNY,10,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41995,Revolver,13,Doublewide,12,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41996,PoNY,12,Prairie Fire,10,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41997,Chicago Machine,15,Sub Zero,14,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41998,Rhino,10,Truck Stop,15,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,41999,Chicago Machine,15,Truck Stop,11,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42000,Rhino,13,Sub Zero,15,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42001,Chicago Machine,14,Rhino,13,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42002,Sub Zero,14,Truck Stop,12,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42003,Sockeye,15,GOAT,7,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42004,Ring of Fire,10,Temper,15,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42005,Sockeye,14,Temper,9,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42006,Ring of Fire,9,GOAT,12,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42007,Sockeye,10,Ring of Fire,15,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42008,GOAT,13,Temper,15,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42009,Ironside,15,Chain Lightning,9,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42010,Johnny Bravo,15,Furious George,6,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42011,Ironside,15,Furious George,6,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42012,Johnny Bravo,15,Chain Lightning,11,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42013,Ironside,9,Johnny Bravo,12,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42014,Chain Lightning,14,Furious George,8,2014-10-16,Men,1,2014
USA Ultimate National Championships,Club,42029,Johnny Bravo,13,Ironside,11,2014-10-19,Men,1,2014
USA Ultimate National Championships,Club,42027,GOAT,13,Johnny Bravo,14,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,42028,Ring of Fire,12,Ironside,13,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,42023,Revolver,12,GOAT,13,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42024,Johnny Bravo,14,Truck Stop,12,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42025,Ring of Fire,12,Chain Lightning,10,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42026,Rhino,9,Ironside,15,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42015,Revolver,15,Furious George,9,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42016,Sub Zero,10,GOAT,14,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42017,Johnny Bravo,15,PoNY,10,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42018,Temper,11,Truck Stop,15,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42019,Chicago Machine,9,Ring of Fire,12,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42020,Prairie Fire,8,Chain Lightning,15,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42021,Sockeye,13,Rhino,14,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42022,Ironside,14,Doublewide,9,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42032,Revolver,15,Rhino,12,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,42030,Revolver,15,Truck Stop,4,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42031,Chain Lightning,14,Rhino,15,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42036,Truck Stop,14,Sockeye,13,2014-10-19,Men,1,2014
USA Ultimate National Championships,Club,42035,Sockeye,14,PoNY,13,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42033,Sockeye,15,Furious George,10,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42034,PoNY,15,Prairie Fire,10,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42040,Doublewide,11,Chain Lightning,13,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,42039,Doublewide,15,Temper,13,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42037,Doublewide,15,Sub Zero,14,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42038,Temper,15,Chicago Machine,13,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42041,PoNY,13,Temper,11,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,42044,Furious George,15,Chicago Machine,11,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,42042,Furious George,15,Prairie Fire,14,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42043,Sub Zero,13,Chicago Machine,15,2014-10-17,Men,1,2014
USA Ultimate National Championships,Club,42045,Prairie Fire,14,Sub Zero,12,2014-10-18,Men,1,2014
USA Ultimate National Championships,Club,41936,Brute Squad,15,Schwa,3,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41937,Ozone,14,Capitals,13,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41938,Brute Squad,15,Capitals,3,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41939,Ozone,14,Schwa,13,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41940,Brute Squad,15,Ozone,11,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41941,Schwa,11,Capitals,9,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41942,Riot,14,Heist,8,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41943,Nightlock,13,Green Means Go,6,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41944,Riot,15,Green Means Go,6,2014-10-16,Women,1,2014
USA Ultimate National Championships,Club,41945,Nightlock,12,Heist,14,2014-10-16,Women,1,2014
