event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season
USA Ultimate National Championships,Club,202183,Revolver,15,Sub Zero,11,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202184,Madison Club,12,HIGH FIVE,15,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202185,Revolver,15,HIGH FIVE,10,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202186,Madison Club,10,Sub Zero,15,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202187,Revolver,15,Madison Club,6,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202188,Sub Zero,15,HIGH FIVE,13,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202189,Sockeye,14,Doublewide,11,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202190,DiG,15,Pittsburgh Temper,10,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202191,Sockeye,15,Pittsburgh Temper,11,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202192,DiG,15,Doublewide,13,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202193,Sockeye,15,DiG,11,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202194,Doublewide,15,Pittsburgh Temper,12,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202195,PoNY,13,Rhino Slam,11,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202196,Truck Stop,15,Johnny Bravo,12,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202197,PoNY,12,Johnny Bravo,14,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202198,Truck Stop,15,Rhino Slam,10,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202199,PoNY,15,Truck Stop,9,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202200,Rhino Slam,13,Johnny Bravo,14,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202201,Ring of Fire,15,Chicago Machine,14,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202202,Furious George,14,Chain Lightning,12,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202203,Ring of Fire,15,Chain Lightning,13,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202204,Furious George,11,Chicago Machine,15,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202205,Ring of Fire,13,Furious George,12,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202206,Chicago Machine,15,Chain Lightning,7,2018-10-18,Men,1,2018
USA Ultimate National Championships,Club,202234,Madison Club,10,Chain Lightning,15,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202235,Rhino Slam,15,Pittsburgh Temper,9,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202217,Revolver,7,PoNY,15,2018-10-21,Men,1,2018
USA Ultimate National Championships,Club,202215,Revolver,15,Ring of Fire,14,2018-10-20,Men,1,2018
USA Ultimate National Championships,Club,202216,PoNY,12,Sockeye,11,2018-10-20,Men,1,2018
USA Ultimate National Championships,Club,202211,Revolver,15,Truck Stop,11,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202212,Doublewide,10,Ring of Fire,14,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202213,PoNY,13,Chicago Machine,11,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202214,Sub Zero,10,Sockeye,15,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202207,DiG,11,Truck Stop,15,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202208,Doublewide,15,Johnny Bravo,14,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202209,Chicago Machine,15,HIGH FIVE,8,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202210,Furious George,12,Sub Zero,14,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202220,Truck Stop,15,Doublewide,11,2018-10-20,Men,1,2018
USA Ultimate National Championships,Club,202218,Truck Stop,13,Sub Zero,11,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202219,Doublewide,15,Chicago Machine,8,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202224,Sub Zero,15,Furious George,13,2018-10-20,Men,1,2018
USA Ultimate National Championships,Club,202223,Furious George,15,Johnny Bravo,9,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202221,Furious George,15,Madison Club,12,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202222,Chain Lightning,14,Johnny Bravo,15,2018-10-19,Men,1,2018
USA Ultimate National Championships,Club,202228,HIGH FIVE,15,Chicago Machine,11,2018-10-20,Men,1,2018
