date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-04,1,Slow White,3.65,93.0,28,3,0.9,0.94,7
2020-09-04,2,Drag'n Thrust,3.06,88.0,28,5,0.85,0.65,11
2020-09-04,3,Steamboat,2.97,87.2,33,3,0.92,0.06,20
2020-09-04,4,AMP,2.79,84.9,33,8,0.8,1.01,5
2020-09-04,5,Seattle Mixtape,2.75,84.5,27,6,0.82,0.57,13
2020-09-04,6,Metro North,2.63,82.8,26,9,0.74,1.07,4
2020-09-04,7,Mischief,2.4,79.3,23,4,0.85,0.05,21
2020-09-04,8,BFG,1.96,71.2,20,2,0.91,-0.68,41
2020-09-04,9,Bang!,1.84,68.5,24,5,0.83,-0.05,22
2020-09-04,10,NOISE,1.59,63.0,22,12,0.65,0.9,8
2020-09-04,11,Alloy,1.5,60.8,25,10,0.71,0.25,19
2020-09-04,12,Love Tractor,1.39,58.1,26,14,0.65,0.53,14
2020-09-04,13,The Chad Larson Experience,1.39,58.1,17,12,0.59,1.09,3
2020-09-04,14,Polar Bears,1.18,53.1,15,10,0.6,0.6,12
2020-09-04,15,Cosa Nostra,1.15,52.4,20,6,0.77,-0.5,31
2020-09-04,16,Bucket,1.12,51.6,25,5,0.83,-0.77,47
2020-09-04,17,Blackbird,1.05,49.9,24,15,0.62,0.4,16
2020-09-04,18,UPA,1.0,48.4,16,4,0.8,-0.83,51
2020-09-04,19,Ambiguous Grey,0.92,46.5,18,16,0.53,0.85,9
2020-09-04,20,shame.,0.91,46.3,24,7,0.77,-0.89,56
2020-09-04,21,Charlotte Storm,0.89,45.8,26,6,0.81,-0.9,58
2020-09-04,22,Wild Card,0.75,42.4,14,12,0.54,0.68,10
2020-09-04,23,Orlando Friends,0.64,39.8,18,5,0.78,-1.0,65
2020-09-04,24,Columbus Cocktails,0.57,38.0,24,4,0.86,-2.03,160
2020-09-04,25,Toro,0.55,37.5,25,8,0.76,-0.94,60
2020-09-04,26,Public Enemy,0.45,35.2,22,12,0.65,-0.51,32
2020-09-04,27,Sparkle Ponies,0.39,34.0,18,9,0.67,-0.38,27
2020-09-04,28,Swing State,0.28,31.5,26,10,0.72,-0.89,57
2020-09-04,29,No Touching,0.25,30.8,19,9,0.68,-0.59,36
2020-09-04,30,Minnesota Star Power,0.19,29.5,26,11,0.7,-0.73,45
2020-09-04,31,G-Unit,0.1,27.8,24,14,0.63,-0.69,42
2020-09-04,32,Dorado,-0.01,25.5,14,9,0.61,-0.43,29
2020-09-04,33,No Touching!,-0.04,24.9,2,5,0.29,1.72,1
2020-09-04,34,Birdfruit,-0.06,24.7,12,14,0.46,0.36,17
2020-09-04,35,Dream Killas,-0.07,24.3,23,7,0.77,-1.83,144
2020-09-04,36,Bozos,-0.08,24.3,21,11,0.66,-0.87,55
2020-09-04,37,Chalice,-0.08,24.2,21,9,0.7,-1.09,73
2020-09-04,38,Des Moines Metro,-0.08,24.2,24,13,0.65,-0.73,46
2020-09-04,39,UNION,-0.1,23.8,20,13,0.61,-0.41,28
2020-09-04,40,7 Figures,-0.11,23.6,13,10,0.57,-0.3,25
2020-09-04,41,Pluff Mud Panic,-0.16,22.9,23,10,0.7,-1.14,80
2020-09-04,42,Liquid Hustle,-0.17,22.6,25,10,0.71,-1.33,98
2020-09-04,43,Boy-She,-0.2,22.1,6,3,0.67,-0.83,50
2020-09-04,44,Jared Lorenzen Project,-0.25,21.3,22,11,0.67,-1.1,74
2020-09-04,45,BW Ultimate,-0.33,19.9,13,9,0.59,-0.59,37
2020-09-04,46,Bird,-0.34,19.9,16,16,0.5,-0.15,23
2020-09-04,47,7 Express,-0.36,19.5,12,12,0.5,-0.28,24
2020-09-04,48,Jughandle,-0.38,19.2,16,10,0.62,-1.01,68
2020-09-04,49,American Hyperbole,-0.38,19.1,20,14,0.59,-0.72,43
2020-09-04,50,Classy,-0.39,19.1,14,11,0.56,-0.55,33
2020-09-04,51,Prion,-0.47,17.8,22,11,0.67,-1.41,101
2020-09-04,52,Clue,-0.49,17.6,15,14,0.52,-0.47,30
2020-09-04,53,Tequila Mockingbird,-0.56,16.5,21,13,0.62,-1.25,89
2020-09-04,54,MxD,-0.59,16.1,18,10,0.64,-1.25,91
2020-09-04,55,Titan NE,-0.6,16.0,18,13,0.58,-0.86,54
2020-09-04,56,Powermove,-0.6,16.0,16,8,0.67,-1.42,103
2020-09-04,57,Long Beach Legacy,-0.6,15.9,18,6,0.75,-1.84,147
2020-09-04,58,Nassau,-0.63,15.6,9,4,0.69,-1.22,86
2020-09-04,59,Cahoots,-0.64,15.4,16,13,0.55,-0.84,53
2020-09-04,60,Rubix,-0.67,15.1,22,12,0.65,-1.44,105
2020-09-04,61,Dub Club,-0.67,15.1,16,11,0.59,-1.1,75
2020-09-04,62,LoveBomb,-0.69,14.8,11,10,0.52,-0.61,38
2020-09-04,63,Thoroughbred,-0.71,14.6,17,11,0.61,-1.29,94
2020-09-04,64,Freetail,-0.72,14.5,15,6,0.71,-1.92,153
2020-09-04,65,panIC,-0.73,14.4,15,19,0.44,-0.34,26
2020-09-04,66,Kermit Roosevelt Jr.,-0.75,14.0,13,6,0.68,-1.67,128
2020-09-04,67,Crash,-0.78,13.7,12,10,0.55,-0.78,48
2020-09-04,68,tHUMP,-0.79,13.6,19,9,0.68,-1.7,130
2020-09-04,69,Ant Madness,-0.82,13.3,15,11,0.58,-1.17,82
2020-09-04,70,American Barbecue,-0.83,13.1,12,8,0.6,-1.33,97
2020-09-04,71,Mixed Nuts,-0.88,12.6,23,8,0.74,-2.13,176
2020-09-04,72,Moontower,-0.91,12.3,18,11,0.62,-1.67,127
2020-09-04,73,BoyShe,-0.92,12.2,12,10,0.55,-0.99,63
2020-09-04,74,PleasureTown,-0.93,12.0,11,10,0.52,-0.84,52
2020-09-04,75,Alchemy,-0.96,11.8,9,11,0.45,-0.59,35
2020-09-04,76,Method,-1.08,10.5,8,6,0.57,-1.26,92
2020-09-04,77,Last Call,-1.09,10.5,11,10,0.52,-1.21,85
2020-09-04,78,Enough Monkeys,-1.1,10.4,12,3,0.8,-2.64,218
2020-09-04,79,Tyrannis,-1.1,10.3,17,18,0.49,-0.97,62
2020-09-04,80,Distelfink,-1.16,9.8,13,13,0.5,-1.18,83
2020-09-04,81,The Hucking Dead,-1.19,9.6,17,15,0.53,-1.33,96
2020-09-04,82,Mojo Jojo,-1.2,9.5,16,14,0.53,-1.31,95
2020-09-04,83,The Administrators,-1.25,9.0,8,11,0.42,-0.57,34
2020-09-04,84,Gecko,-1.27,8.9,3,3,0.5,-1.05,69
2020-09-04,85,Mad Udderburn,-1.28,8.8,12,17,0.41,-0.73,44
2020-09-04,86,ROC'em,-1.38,8.0,7,8,0.47,-0.95,61
2020-09-04,87,Pegasus,-1.38,8.0,10,11,0.48,-1.1,76
2020-09-04,88,Donuts,-1.39,7.9,8,11,0.42,-0.82,49
2020-09-04,89,KOD,-1.4,7.9,10,11,0.48,-1.25,90
2020-09-04,90,Huntsville Method,-1.44,7.6,5,2,0.71,-2.55,209
2020-09-04,91,Seattle Freeze,-1.47,7.4,10,16,0.38,-0.67,39
2020-09-04,92,Shakedown,-1.47,7.4,12,9,0.57,-1.73,135
2020-09-04,93,Mesteño,-1.5,7.2,13,17,0.43,-1.08,72
2020-09-04,94,Minneapolis Millers,-1.5,7.2,6,7,0.46,-1.11,77
2020-09-04,95,Malice in Wonderland,-1.51,7.1,10,14,0.42,-1.06,70
2020-09-04,96,Murmur,-1.51,7.1,14,18,0.44,-1.13,78
2020-09-04,97,Darkwing,-1.53,7.0,11,11,0.5,-1.44,106
2020-09-04,98,Family Style,-1.54,6.9,10,8,0.56,-1.76,136
2020-09-04,99,Risky Business,-1.57,6.7,18,17,0.51,-1.63,123
2020-09-04,100,Memphis Hustle & Flow,-1.59,6.6,10,4,0.71,-2.69,222
2020-09-04,101,Bexar Necessities,-1.6,6.5,4,3,0.57,-1.71,133
2020-09-04,102,Swamp Rabbit,-1.63,6.4,15,13,0.54,-1.8,141
2020-09-04,103,Sweet Action,-1.65,6.3,15,16,0.48,-1.43,104
2020-09-04,104,Sunken Circus,-1.65,6.3,14,8,0.64,-2.39,199
2020-09-04,105,Platypi,-1.65,6.2,9,16,0.36,-0.68,40
2020-09-04,106,MTF,-1.65,6.2,8,11,0.42,-1.22,87
2020-09-04,107,Mastodon,-1.66,6.2,11,12,0.48,-1.51,112
2020-09-04,108,LoveShack,-1.66,6.2,13,18,0.42,-1.2,84
2020-09-04,109,Grand Army.,-1.67,6.1,11,12,0.48,-1.6,119
2020-09-04,110,Goose Lee,-1.69,6.0,10,8,0.56,-1.8,140
2020-09-04,111,theRUB,-1.7,6.0,7,5,0.58,-1.99,158
2020-09-04,112,Jolly Roger,-1.71,5.9,8,10,0.44,-1.48,108
2020-09-04,113,MixCats,-1.74,5.8,4,3,0.57,-1.7,131
2020-09-04,114,Rising Tide,-1.79,5.5,4,3,0.57,-2.16,180
