date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-04,1,AMP,3.41,86.5,32,5,0.86,1.13,10
2020-09-04,2,Drag'n Thrust,3.09,82.4,25,5,0.83,1.35,7
2020-09-04,3,Seattle Mixtape,2.82,78.0,19,7,0.73,1.71,3
2020-09-04,4,Snake Country,2.81,77.9,34,5,0.87,0.45,23
2020-09-04,5,Love Tractor,2.37,69.5,24,7,0.77,0.93,15
2020-09-04,6,Space Heater,2.34,68.9,22,6,0.79,0.5,22
2020-09-04,7,BFG,2.29,67.8,18,8,0.69,1.39,5
2020-09-04,8,Blackbird,2.21,66.0,29,10,0.74,0.79,18
2020-09-04,9,Loco,1.9,58.8,32,6,0.84,-0.39,45
2020-09-04,10,Mischief,1.84,57.3,29,11,0.72,0.54,21
2020-09-04,11,Lochsa,1.82,56.7,24,7,0.77,0.2,32
2020-09-04,12,shame.,1.78,55.8,20,10,0.67,1.06,12
2020-09-04,13,Polar Bears,1.75,55.0,27,12,0.69,0.76,19
2020-09-04,14,Toro,1.73,54.5,29,10,0.74,0.4,26
2020-09-04,15,Wild Card,1.72,54.2,18,9,0.67,1.05,14
2020-09-04,16,Slow White,1.68,53.2,21,14,0.6,1.25,8
2020-09-04,17,Bucket,1.54,49.8,22,5,0.81,-0.31,44
2020-09-04,18,The Chad Larson Experience,1.52,49.3,24,6,0.8,-0.28,42
2020-09-04,19,Rally,1.47,48.0,22,11,0.67,0.39,27
2020-09-04,20,Birdfruit,1.31,43.9,20,10,0.67,0.44,24
2020-09-04,21,Weird,1.25,42.7,27,5,0.84,-0.78,63
2020-09-04,22,NOISE,1.23,42.1,14,12,0.54,1.15,9
2020-09-04,23,Public Enemy,1.17,40.7,17,8,0.68,0.24,30
2020-09-04,24,No Touching!,1.09,38.7,14,16,0.47,1.37,6
2020-09-04,25,Woodwork,1.01,36.9,25,7,0.78,-0.68,57
2020-09-04,26,Germany Mixed,0.91,34.7,3,4,0.43,1.93,1
2020-09-04,27,XIST,0.9,34.4,23,21,0.52,0.86,17
2020-09-04,28,UNION,0.86,33.5,30,14,0.68,-0.22,38
2020-09-04,29,Lights Out,0.85,33.2,25,8,0.76,-0.62,53
2020-09-04,30,7 Figures,0.85,33.2,22,13,0.63,0.22,31
2020-09-04,31,Northern Comfort,0.84,33.0,26,7,0.79,-0.71,60
2020-09-04,32,League of Shadows,0.77,31.5,21,12,0.64,0.0,34
2020-09-04,33,Classy,0.65,28.9,28,16,0.64,-0.1,35
2020-09-04,34,Five One Two,0.64,28.7,13,6,0.68,-0.24,41
2020-09-04,35,Mesteño,0.63,28.6,16,12,0.57,0.36,28
2020-09-04,36,Minnesota Star Power,0.62,28.4,17,9,0.65,-0.11,36
2020-09-04,37,Jughandle,0.62,28.4,29,19,0.6,0.06,33
2020-09-04,38,Alloy,0.6,28.0,16,13,0.55,0.3,29
2020-09-04,39,Cosa Nostra,0.56,27.0,21,11,0.66,-0.15,37
2020-09-04,40,Metro North,0.41,24.3,10,15,0.4,1.05,13
2020-09-04,41,Columbus Cocktails,0.4,24.0,28,14,0.67,-0.65,55
2020-09-04,42,BW Ultimate,0.31,22.4,22,14,0.61,-0.24,40
2020-09-04,43,Happy Valley,0.26,21.7,13,4,0.76,-1.14,82
2020-09-04,44,ROBOS,0.23,21.2,19,6,0.76,-1.03,71
2020-09-04,45,Storm,0.07,18.6,24,17,0.59,-0.42,46
2020-09-04,46,Heartless,0.0,17.5,24,7,0.77,-1.51,136
2020-09-04,47,Sellout,-0.06,16.6,20,8,0.71,-1.15,83
2020-09-04,48,Chalice,-0.07,16.6,20,15,0.57,-0.5,49
2020-09-04,49,Bozos,-0.07,16.6,20,12,0.62,-0.64,54
2020-09-04,50,Flight Club,-0.07,16.5,16,6,0.73,-1.21,90
2020-09-04,51,Grand Army,-0.09,16.2,19,10,0.66,-0.73,62
2020-09-04,52,Darkwing,-0.11,16.0,24,10,0.71,-1.22,92
2020-09-04,53,The Administrators,-0.12,15.8,23,8,0.74,-1.33,107
2020-09-04,54,Toast,-0.13,15.7,20,8,0.71,-1.19,88
2020-09-04,55,Rubix,-0.14,15.6,23,10,0.7,-1.13,80
2020-09-04,56,Anchor,-0.15,15.4,3,4,0.43,0.9,16
2020-09-04,57,Nothing's Great Again aka Babymaker,-0.19,14.9,10,3,0.77,-1.41,118
2020-09-04,58,Instant Karma,-0.2,14.8,22,10,0.69,-1.11,77
2020-09-04,59,Steamboat,-0.23,14.4,12,17,0.41,0.4,25
2020-09-04,60,JLP,-0.27,13.9,23,13,0.64,-1.0,68
2020-09-04,61,Brewcade,-0.29,13.8,5,1,0.83,-1.92,183
2020-09-04,62,Method,-0.29,13.7,23,10,0.7,-1.44,123
2020-09-04,63,POWERLINE,-0.3,13.6,6,1,0.86,-1.86,173
2020-09-04,64,Rowdy,-0.37,12.8,23,11,0.68,-1.28,98
2020-09-04,65,Bird,-0.38,12.7,24,12,0.67,-1.24,95
2020-09-04,66,Distelfink,-0.38,12.7,21,12,0.64,-0.97,66
2020-09-04,67,Murmur,-0.39,12.6,22,11,0.67,-1.24,94
2020-09-04,68,NC Galaxy,-0.41,12.3,15,12,0.56,-0.53,50
2020-09-04,69,Tequila Mockingbird,-0.44,12.0,19,13,0.59,-0.94,64
2020-09-04,70,Chaotic Good,-0.44,12.0,18,10,0.64,-1.21,91
2020-09-04,71,Long Beach Legacy,-0.48,11.6,13,7,0.65,-1.17,85
2020-09-04,72,Mental Toss Flycoons,-0.53,11.1,13,13,0.5,-0.45,47
2020-09-04,73,American Barbecue,-0.54,11.0,17,18,0.49,-0.45,48
2020-09-04,74,Mutiny,-0.58,10.7,25,13,0.66,-1.48,131
2020-09-04,75,Fireball,-0.59,10.6,6,2,0.75,-1.86,174
2020-09-04,76,Cutthroat,-0.6,10.5,18,16,0.53,-0.69,58
2020-09-04,77,8 Bit Heroes,-0.61,10.3,21,14,0.6,-1.11,76
2020-09-04,78,Thoroughbred,-0.64,10.0,14,15,0.48,-0.53,51
2020-09-04,79,Birds,-0.69,9.6,21,12,0.64,-1.41,119
2020-09-04,80,Firefly,-0.71,9.5,18,17,0.51,-0.72,61
2020-09-04,81,Malice in Wonderland,-0.72,9.4,16,12,0.57,-1.02,70
2020-09-04,82,Alt Stacks,-0.73,9.3,13,5,0.72,-1.83,171
2020-09-04,83,'Shine,-0.75,9.2,22,13,0.63,-1.45,125
2020-09-04,84,Tex Mix,-0.75,9.1,21,10,0.68,-1.68,156
2020-09-04,85,Garbage,-0.75,9.1,12,8,0.6,-1.12,78
2020-09-04,86,"All Jeeps, All Night",-0.77,9.0,11,6,0.65,-1.55,143
2020-09-04,87,Robot,-0.8,8.7,11,10,0.52,-1.02,69
2020-09-04,88,Battleship,-0.81,8.6,2,5,0.29,0.66,20
2020-09-04,89,Family Style,-0.83,8.5,14,15,0.48,-0.66,56
2020-09-04,90,Happy Hour,-0.83,8.5,14,8,0.64,-1.4,116
2020-09-04,91,tHUMP,-0.84,8.4,20,14,0.59,-1.21,89
2020-09-04,92,Donuts,-0.85,8.3,19,16,0.54,-1.07,74
2020-09-04,93,Titan NE,-0.89,8.0,20,13,0.61,-1.44,124
2020-09-04,94,The Feminists,-0.9,7.9,13,19,0.41,-0.3,43
2020-09-04,95,Sparkle Ponies,-0.95,7.6,20,15,0.57,-1.32,104
2020-09-04,96,Garbage Plates,-0.96,7.5,13,10,0.57,-1.33,106
2020-09-04,97,panIC,-0.96,7.5,19,13,0.59,-1.48,129
2020-09-04,98,Commitment Issues,-1.01,7.2,8,5,0.62,-1.49,132
2020-09-04,99,Jackpot,-1.02,7.1,13,8,0.62,-1.78,163
2020-09-04,100,Huntsville Outlaws,-1.03,7.0,23,11,0.68,-2.23,221
2020-09-04,101,FlyTrap,-1.05,6.9,15,14,0.52,-1.12,79
2020-09-04,102,Alchemy,-1.05,6.9,14,15,0.48,-0.97,65
2020-09-04,103,Tyrannis,-1.06,6.8,16,8,0.67,-1.94,184
2020-09-04,104,Risky Business,-1.09,6.7,16,17,0.48,-0.99,67
2020-09-04,105,Boomtown,-1.09,6.6,17,10,0.63,-1.86,176
2020-09-04,106,Shakedown,-1.1,6.6,19,17,0.53,-1.29,101
2020-09-04,107,Sunken Circus,-1.1,6.6,17,15,0.53,-1.26,97
2020-09-04,108,Trash Pandas,-1.13,6.4,18,15,0.55,-1.34,108
2020-09-04,109,Choco Ghost House,-1.13,6.4,6,6,0.5,-1.08,75
2020-09-04,110,Pegasus,-1.14,6.3,13,18,0.42,-0.57,52
2020-09-04,111,Ant Madness,-1.15,6.3,19,15,0.56,-1.42,121
2020-09-04,112,Moonshine,-1.17,6.2,23,12,0.66,-2.02,193
2020-09-04,113,Legion,-1.2,6.0,16,13,0.55,-1.4,117
2020-09-04,114,Mojo Jojo,-1.22,5.9,19,16,0.54,-1.47,128
2020-09-04,115,VIP Club,-1.23,5.8,4,2,0.67,-2.05,196
2020-09-04,116,Hybrid,-1.26,5.7,20,12,0.62,-1.88,179
2020-09-04,117,Moontower,-1.26,5.7,17,13,0.57,-1.57,145
2020-09-04,118,Albany Airbenders,-1.27,5.7,16,11,0.59,-1.74,160
2020-09-04,119,Tlacuaches,-1.33,5.3,4,3,0.57,-1.51,135
2020-09-04,120,Platypi,-1.35,5.2,19,23,0.45,-1.14,81
2020-09-04,121,Blitzkrieg,-1.4,5.0,15,14,0.52,-1.55,142
2020-09-04,122,STAX,-1.41,4.9,13,7,0.65,-2.29,227
2020-09-04,123,Buffalo Lake Effect,-1.42,4.9,13,11,0.54,-1.6,149
2020-09-04,124,Argo,-1.47,4.7,11,12,0.48,-1.35,109
2020-09-04,125,Sweet Action,-1.48,4.6,8,22,0.27,-0.23,39
2020-09-04,126,Cahoots,-1.48,4.6,12,15,0.44,-1.19,87
2020-09-04,127,Funk,-1.52,4.4,14,13,0.52,-1.59,147
2020-09-04,128,Impact,-1.53,4.4,15,12,0.56,-1.88,178
2020-09-04,129,Pandamonium,-1.54,4.4,20,16,0.56,-1.82,170
2020-09-04,130,The Process,-1.54,4.3,13,15,0.46,-1.22,93
2020-09-04,131,Powermove,-1.55,4.3,15,12,0.56,-1.91,182
2020-09-04,132,The Bandits,-1.59,4.2,16,17,0.48,-1.4,115
2020-09-04,133,Mixfits,-1.61,4.1,20,22,0.48,-1.63,154
2020-09-04,134,Nautilus,-1.64,3.9,11,8,0.58,-2.12,205
2020-09-04,135,Pheathers and Phurr,-1.65,3.9,6,6,0.5,-1.36,111
2020-09-04,136,HVAC,-1.7,3.7,14,14,0.5,-1.72,158
2020-09-04,137,American Hyperbole,-1.7,3.7,12,16,0.43,-1.25,96
2020-09-04,138,Igneous Ultimate,-1.72,3.7,10,12,0.45,-1.42,120
2020-09-04,139,Mimosas,-1.73,3.6,10,11,0.48,-1.61,150
2020-09-04,140,Petey's Pirates,-1.73,3.6,18,15,0.55,-2.07,203
2020-09-04,141,California Burrito,-1.74,3.6,14,13,0.52,-1.81,168
2020-09-04,142,TAU,-1.8,3.4,3,4,0.43,-1.4,114
2020-09-04,143,Buckwild,-1.84,3.3,15,14,0.52,-2.01,192
2020-09-04,144,WHUF*,-1.85,3.2,3,4,0.43,-1.15,84
2020-09-04,145,The Strangers,-1.86,3.2,10,14,0.42,-1.48,130
2020-09-04,146,WHUF,-1.86,3.2,10,9,0.53,-2.01,191
2020-09-04,147,Image.Is.Everything.,-1.9,3.1,6,7,0.46,-1.55,141
2020-09-04,148,Townies,-1.91,3.0,14,15,0.48,-1.86,175
2020-09-04,149,Rocket LawnChair,-1.94,3.0,18,15,0.55,-2.15,210
2020-09-04,150,ELevate,-1.94,3.0,16,12,0.57,-2.37,233
2020-09-04,151,Freetail,-1.97,2.9,10,9,0.53,-2.07,201
2020-09-04,152,Superstition,-1.97,2.9,9,16,0.36,-1.18,86
2020-09-04,153,APEX,-1.98,2.8,11,11,0.5,-2.05,197
2020-09-04,154,Mad Udderburn,-1.99,2.8,15,19,0.44,-1.61,151
2020-09-04,155,Scarecrow,-2.02,2.7,12,14,0.46,-1.73,159
2020-09-04,156,Prion,-2.05,2.7,11,15,0.42,-1.66,155
2020-09-04,157,Eggshells,-2.07,2.6,2,3,0.4,-1.75,161
2020-09-04,158,Hot Tub Magic,-2.07,2.6,2,4,0.33,-1.07,73
2020-09-04,159,Wildstyle,-2.09,2.6,9,14,0.39,-1.54,139
2020-09-04,160,Lawn Patrol,-2.1,2.5,7,5,0.58,-2.61,260
2020-09-04,161,Old Rush,-2.1,2.5,2,1,0.67,-3.32,294
2020-09-04,162,DC Rally,-2.12,2.5,0,4,0.0,1.74,2
2020-09-04,163,Spirit Fowl,-2.15,2.4,14,16,0.47,-2.06,198
2020-09-04,164,Pink Pear,-2.18,2.3,1,2,0.33,-1.62,152
2020-09-04,165,Super Happy Fun Time,-2.19,2.3,1,2,0.33,-1.33,105
2020-09-04,166,Goose Lee,-2.2,2.3,8,16,0.33,-1.37,113
2020-09-04,167,Heavy Flow,-2.2,2.3,14,15,0.48,-2.24,223
2020-09-04,168,D-Crash Ultimate Club,-2.2,2.3,2,4,0.33,-1.57,144
2020-09-04,169,Los  Heros,-2.21,2.3,13,13,0.5,-2.29,228
2020-09-04,170,TMI,-2.23,2.2,2,4,0.33,-1.29,100
2020-09-04,171,Bulleit Train,-2.23,2.2,7,13,0.35,-1.46,127
2020-09-04,172,Liquid Hustle,-2.26,2.2,15,18,0.45,-2.06,200
2020-09-04,173,Crucible,-2.28,2.1,14,23,0.38,-1.54,140
2020-09-04,174,Enough Monkeys,-2.29,2.1,7,9,0.44,-1.9,181
2020-09-04,175,TBD,-2.31,2.1,2,2,0.5,-2.58,256
2020-09-04,176,Absolute Zero,-2.31,2.1,12,11,0.52,-2.42,237
2020-09-04,177,Hellbenders,-2.31,2.1,7,16,0.3,-1.31,102
2020-09-04,178,Rat City,-2.31,2.1,8,10,0.44,-2.01,190
2020-09-04,179,OutKast,-2.35,2.0,9,10,0.47,-2.19,213
2020-09-04,180,Stoke,-2.35,2.0,10,15,0.4,-1.81,167
2020-09-04,181,FIRE ULTIMATE CLUB,-2.38,1.9,0,7,0.0,1.39,4
2020-09-04,182,LoveShack,-2.4,1.9,12,21,0.36,-1.68,157
2020-09-04,183,Bold City,-2.41,1.9,5,7,0.42,-2.06,199
2020-09-04,184,Possum,-2.49,1.7,6,9,0.4,-1.98,188
2020-09-04,185,Sabotage,-2.51,1.7,5,10,0.33,-1.77,162
2020-09-04,186,Default,-2.52,1.7,4,7,0.36,-1.84,172
2020-09-04,187,Rising Tide,-2.54,1.6,3,3,0.5,-2.83,281
2020-09-04,188,MN Superior,-2.55,1.6,4,4,0.5,-2.76,275
2020-09-04,189,North Coast,-2.55,1.6,9,14,0.39,-2.04,195
2020-09-04,190,Crash,-2.57,1.6,0,7,0.0,1.08,11
2020-09-04,191,Spring Creek Ascension,-2.58,1.6,6,12,0.33,-1.87,177
2020-09-04,192,Balloon,-2.59,1.6,10,16,0.38,-2.03,194
2020-09-04,193,Unlimited Swipes,-2.59,1.6,11,12,0.48,-2.62,261
2020-09-04,194,Breakers Mark,-2.6,1.6,4,7,0.36,-2.01,189
2020-09-04,195,BRUH,-2.6,1.6,5,9,0.36,-1.89,180
2020-09-04,196,¡Fiesta!,-2.61,1.5,1,5,0.17,-1.04,72
2020-09-04,197,Boomtown Pandas,-2.62,1.5,13,13,0.5,-2.67,265
2020-09-04,198,Peep Show,-2.62,1.5,6,13,0.32,-1.5,134
2020-09-04,199,Fake Newport News,-2.62,1.5,11,15,0.42,-2.21,219
2020-09-04,200,sKNO cone,-2.64,1.5,2,3,0.4,-2.49,248
2020-09-04,201,Coalition Ultimate,-2.66,1.5,14,13,0.52,-2.87,282
2020-09-04,202,Mousetrap,-2.69,1.4,13,16,0.45,-2.41,236
2020-09-04,203,RIMIX,-2.71,1.4,11,15,0.42,-2.28,226
2020-09-04,204,DTX,-2.74,1.3,11,15,0.42,-2.34,231
2020-09-04,205,Fear and Loathing,-2.76,1.3,4,13,0.24,-1.37,112
2020-09-04,206,LORD,-2.77,1.3,9,12,0.43,-2.51,251
2020-09-04,207,Philly Twist,-2.77,1.3,12,21,0.36,-2.12,206
2020-09-04,208,HAOS,-2.82,1.2,7,18,0.28,-1.79,166
2020-09-04,209,Lone Peak Y,-2.83,1.2,0,4,0.0,-0.7,59
2020-09-04,210,Second Wind,-2.86,1.2,12,13,0.48,-2.8,277
2020-09-04,211,Thunderpants the Magic Dragon B Team,-2.87,1.2,3,5,0.38,-2.48,246
2020-09-04,212,Mississippi Blues,-2.88,1.2,6,13,0.32,-1.95,185
2020-09-04,213,defunct,-2.89,1.2,0,2,0.0,-1.6,148
2020-09-04,214,Oh My!,-2.89,1.2,5,17,0.23,-1.36,110
2020-09-04,215,Hairy Otter,-2.91,1.1,5,7,0.42,-2.67,266
2020-09-04,216,Heartbreakers,-2.92,1.1,4,7,0.36,-2.26,225
2020-09-04,217,Thunderpants the Magic Dragon,-2.94,1.1,5,10,0.33,-2.24,224
2020-09-04,218,Fable,-2.98,1.1,2,10,0.17,-1.32,103
2020-09-04,219,Rainbow,-3.01,1.0,9,16,0.36,-2.32,229
2020-09-04,220,Bonfire,-3.06,1.0,10,17,0.37,-2.45,240
2020-09-04,221,Portland Waldorf,-3.07,1.0,2,4,0.33,-2.67,267
2020-09-04,222,Spoiler Alert,-3.09,1.0,6,20,0.23,-1.59,146
2020-09-04,223,Jabba,-3.1,0.9,10,23,0.3,-2.14,209
2020-09-04,224,iNUT,-3.14,0.9,1,5,0.17,-1.63,153
2020-09-04,225,AC Bandits,-3.16,0.9,8,17,0.32,-2.19,214
2020-09-04,226,DTH,-3.17,0.9,4,8,0.33,-2.46,242
2020-09-04,227,Springs Mixed Ulty Team SMUT,-3.2,0.9,3,8,0.27,-2.15,211
2020-09-04,228,Rogue,-3.23,0.8,2,11,0.15,-1.46,126
2020-09-04,229,Midnight Whiskey,-3.24,0.8,2,4,0.33,-2.71,273
2020-09-04,230,ThunderCats,-3.27,0.8,3,12,0.2,-1.78,164
2020-09-04,231,RnB,-3.27,0.8,7,16,0.3,-2.21,218
2020-09-04,232,Megalodon,-3.33,0.8,7,12,0.37,-2.68,269
2020-09-04,233,Mud Turtles,-3.34,0.8,7,19,0.27,-2.16,212
2020-09-04,234,Great Minnesota Get Together,-3.34,0.8,3,9,0.25,-2.2,215
2020-09-04,235,Feral Cows,-3.34,0.7,7,11,0.39,-2.8,278
2020-09-04,236,Wasatch Sasquatch,-3.42,0.7,2,10,0.17,-1.54,138
2020-09-04,237,Magic City Mayhem,-3.42,0.7,4,9,0.31,-2.57,255
2020-09-04,238,RuffSide,-3.43,0.7,1,6,0.14,-1.81,169
2020-09-04,239,Face Off,-3.45,0.7,7,17,0.29,-2.47,243
2020-09-04,240,District Cocktails,-3.51,0.6,6,13,0.32,-2.6,259
2020-09-04,241,Natural Twenties,-3.55,0.6,1,5,0.17,-2.44,239
2020-09-04,242,Free Ride,-3.58,0.6,5,18,0.22,-1.96,186
2020-09-04,243,Sebastopol Orchard,-3.66,0.5,6,14,0.3,-2.48,245
2020-09-04,244,Chili Poppers,-3.67,0.5,5,20,0.2,-2.13,208
2020-09-04,245,Varsity,-3.69,0.5,3,13,0.19,-2.21,217
2020-09-04,246,Drunk in Space,-3.69,0.5,1,5,0.17,-2.35,232
2020-09-04,247,Pocket City Approach,-3.71,0.5,3,5,0.38,-3.44,296
2020-09-04,248,rubber duck ultimate.,-3.72,0.5,5,9,0.36,-3.16,289
2020-09-04,249,Mastodon,-3.74,0.5,9,17,0.35,-3.04,287
2020-09-04,250,Hott Olson,-3.77,0.5,2,6,0.25,-2.46,241
2020-09-04,251,Mixed Results,-3.77,0.5,6,19,0.24,-2.39,234
2020-09-04,252,Equinox,-3.78,0.5,3,13,0.19,-2.09,204
2020-09-04,253,Big Bend,-3.78,0.5,5,13,0.28,-2.34,230
2020-09-04,254,Mola Mola,-3.82,0.5,0,5,0.0,-1.49,133
2020-09-04,255,Stackcats,-3.83,0.5,7,18,0.28,-2.68,271
2020-09-04,256,Fifth Element,-3.85,0.4,6,19,0.24,-2.53,253
2020-09-04,257,Zen,-3.87,0.4,2,9,0.18,-2.22,220
2020-09-04,258,Huck Norris,-3.88,0.4,2,5,0.29,-2.68,270
2020-09-04,259,boom shaka laka,-3.95,0.4,0,6,0.0,-1.44,122
2020-09-04,260,DR,-3.95,0.4,8,17,0.32,-2.9,283
2020-09-04,261,Petey's Scallywags,-3.97,0.4,7,17,0.29,-2.79,276
2020-09-04,262,BLT Stacks,-4.04,0.4,5,11,0.31,-3.21,291
2020-09-04,263,Happy Cows,-4.05,0.4,1,5,0.17,-3.04,286
2020-09-04,264,Dixon Melons,-4.13,0.3,0,6,0.0,-1.28,99
2020-09-04,265,Baywatch,-4.17,0.3,2,12,0.14,-2.07,202
2020-09-04,266,Dead Reckoning,-4.18,0.3,2,10,0.17,-2.42,238
2020-09-04,267,Skyhawks,-4.19,0.3,5,15,0.25,-3.03,285
2020-09-04,268,I-79,-4.2,0.3,4,16,0.2,-2.48,244
2020-09-04,269,Mixed Duluth,-4.24,0.3,3,17,0.15,-2.55,254
2020-09-04,270,Pushovers,-4.31,0.3,3,9,0.25,-3.21,290
2020-09-04,271,ALTimate Brews,-4.35,0.3,5,19,0.21,-2.64,263
2020-09-04,272,Bees,-4.35,0.3,3,13,0.19,-2.59,258
2020-09-04,273,Vacation,-4.41,0.3,1,6,0.14,-2.82,280
2020-09-04,274,Eugene Skyfall,-4.43,0.3,0,6,0.0,-2.23,222
2020-09-04,275,Sabers,-4.49,0.2,0,6,0.0,-2.39,235
2020-09-04,276,Turnstyle,-4.52,0.2,4,17,0.19,-2.67,264
2020-09-04,277,Baltimore BENCH,-4.59,0.2,4,15,0.21,-3.13,288
2020-09-04,278,Swing Vote,-4.61,0.2,0,7,0.0,-2.51,250
2020-09-04,279,Philadelphia Forge Mixed,-4.61,0.2,0,7,0.0,-2.13,207
2020-09-04,280,Stormborn,-4.62,0.2,4,21,0.16,-2.5,249
2020-09-04,281,Carolina Reign,-4.63,0.2,1,22,0.04,-1.53,137
2020-09-04,282,VU,-4.77,0.2,3,17,0.15,-2.63,262
2020-09-04,283,Low Tide Scramblers,-4.83,0.2,0,6,0.0,-2.52,252
2020-09-04,284,Memphis Hustle & Flow,-4.85,0.2,2,15,0.12,-2.59,257
2020-09-04,285,EDM,-4.9,0.2,1,15,0.06,-2.21,216
2020-09-04,286,Mixchief,-4.9,0.2,1,16,0.06,-1.97,187
2020-09-04,287,Pandatime,-4.97,0.1,2,11,0.15,-3.25,292
2020-09-04,288,Delta Breeze,-4.98,0.1,1,12,0.08,-2.49,247
2020-09-04,289,Buffalo Brain Freeze,-5.08,0.1,0,12,0.0,-1.79,165
2020-09-04,290,SPACE INVADERS,-5.09,0.1,1,11,0.08,-2.81,279
2020-09-04,291,Macalester College C,-5.17,0.1,1,10,0.09,-2.69,272
2020-09-04,292,Strictly Bidness,-5.2,0.1,3,16,0.16,-3.29,293
2020-09-04,293,LudICRous,-5.56,0.1,1,12,0.08,-2.98,284
2020-09-04,294,Spidermonkeys,-5.86,0.1,1,7,0.12,-4.06,297
2020-09-04,295,Mixed on the Rock,-5.87,0.1,0,14,0.0,-2.67,268
2020-09-04,296,Hot Stix,-5.92,0.1,0,14,0.0,-2.74,274
2020-09-04,297,Taco Cat,-6.25,0.0,1,17,0.06,-3.36,295
