date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-04,1,Brute Squad,2.94,96.3,30,4,0.88,0.48,6
2020-09-04,2,Riot,2.92,96.3,21,4,0.84,0.87,4
2020-09-04,3,Scandal,2.42,94.0,27,6,0.82,0.36,8
2020-09-04,4,Fury,2.15,92.3,23,7,0.77,0.39,7
2020-09-04,5,Molly Brown,1.7,88.4,20,5,0.8,0.14,11
2020-09-04,6,Ozone,1.15,81.6,19,7,0.73,0.03,13
2020-09-04,7,Traffic,1.15,81.5,14,12,0.54,0.97,3
2020-09-04,8,BENT,1.06,80.2,16,5,0.76,-0.24,17
2020-09-04,9,Nightlock,0.82,76.0,20,10,0.67,-0.1,15
2020-09-04,10,Showdown,0.4,67.6,13,14,0.48,0.58,5
2020-09-04,11,Nemesis,0.29,65.1,14,11,0.56,0.16,10
2020-09-04,12,Heist,0.24,63.9,17,10,0.63,-0.36,19
2020-09-04,13,Phoenix,-0.0,58.2,11,9,0.55,-0.15,16
2020-09-04,14,Schwa,-0.0,58.1,13,12,0.52,0.09,12
2020-09-04,15,Underground,-0.23,52.5,10,11,0.48,0.02,14
2020-09-04,16,Capitals,-0.3,50.9,12,16,0.43,0.26,9
2020-09-04,17,Green Means Go,-0.34,49.8,16,15,0.52,-0.31,18
2020-09-04,18,Tabby Rosa,-0.47,46.6,13,9,0.59,-0.82,26
2020-09-04,19,Nova,-0.49,46.0,12,7,0.63,-0.91,27
2020-09-04,20,Dish,-0.53,45.1,7,6,0.54,-0.5,21
2020-09-04,21,Baywatch,-0.72,40.5,9,4,0.69,-1.4,44
2020-09-04,22,Viva,-0.81,38.3,12,5,0.71,-1.9,68
2020-09-04,23,Wildfire,-0.84,37.7,11,12,0.48,-0.71,23
2020-09-04,24,Pop,-0.9,36.2,8,7,0.53,-1.06,29
2020-09-04,25,Hot Metal,-0.91,35.9,9,8,0.53,-0.81,25
2020-09-04,26,Vice,-0.93,35.6,12,7,0.63,-1.48,51
2020-09-04,27,Stella,-0.99,34.2,5,3,0.62,-1.13,35
2020-09-04,28,Outlaw,-1.1,31.7,5,3,0.62,-1.46,48
2020-09-04,29,Maeve,-1.23,29.0,11,6,0.65,-1.86,65
2020-09-04,30,Encore,-1.23,29.0,11,9,0.55,-1.42,46
2020-09-04,31,Wicked,-1.28,28.0,5,2,0.71,-2.17,75
2020-09-04,32,Storm,-1.4,25.6,6,4,0.6,-1.79,62
2020-09-04,33,Middlebury,-1.42,25.2,5,2,0.71,-2.28,78
2020-09-04,34,Spicy Tuna,-1.45,24.6,7,6,0.54,-1.62,58
2020-09-04,35,Virginia Rebellion,-1.49,23.9,7,4,0.64,-1.96,71
2020-09-04,36,Inferno,-1.64,21.3,8,8,0.5,-1.57,56
2020-09-04,37,Connecticut,-1.67,20.7,3,1,0.75,-2.73,91
2020-09-04,38,Fryz Ultimate,-1.7,20.3,4,4,0.5,-1.34,40
2020-09-04,39,Roc Paper Scissors,-1.74,19.7,4,5,0.44,-1.2,37
2020-09-04,40,Brooklyn Book Club,-1.75,19.5,5,6,0.45,-1.47,49
2020-09-04,41,Iceni,-1.78,19.1,1,6,0.14,1.33,2
2020-09-04,42,Swagger,-1.83,18.2,5,6,0.45,-1.4,45
2020-09-04,43,Venom,-1.84,18.1,8,7,0.53,-1.94,70
2020-09-04,44,Dartmouth,-1.9,17.2,3,3,0.5,-1.9,66
2020-09-04,45,Backhanded,-2.03,15.5,7,12,0.37,-1.12,33
2020-09-04,46,Mystik,-2.15,14.0,4,6,0.4,-1.47,50
2020-09-04,47,Harvard,-2.19,13.5,4,3,0.57,-2.62,88
2020-09-04,48,HOPE,-2.22,13.1,5,7,0.42,-1.79,63
2020-09-04,49,Restless,-2.23,13.1,0,1,0.0,-0.47,20
2020-09-04,50,Snap,-2.24,12.9,3,5,0.38,-1.67,59
2020-09-04,51,Jackwagon,-2.29,12.4,4,9,0.31,-1.13,34
2020-09-04,52,Yale,-2.3,12.2,3,3,0.5,-2.44,85
2020-09-04,53,Candy-Licious,-2.38,11.5,0,1,0.0,-1.1,32
2020-09-04,54,Breezeblocks,-2.38,11.5,0,1,0.0,-1.1,30
2020-09-04,55,Outbreak,-2.4,11.2,4,9,0.31,-1.44,47
2020-09-04,56,Flo,-2.44,10.9,2,4,0.33,-1.7,60
2020-09-04,57,Polaris,-2.49,10.4,2,4,0.33,-1.9,67
2020-09-04,58,Ice Queens,-2.52,10.1,1,4,0.2,-0.66,22
2020-09-04,59,RevoLOUtion,-2.58,9.5,3,5,0.38,-2.09,73
2020-09-04,60,Belle,-2.59,9.5,2,6,0.25,-1.38,43
2020-09-04,61,Lady Condors,-2.6,9.4,3,5,0.38,-2.19,76
2020-09-04,62,Colby,-2.61,9.3,1,2,0.33,-2.33,80
2020-09-04,63,Breakfast Club,-2.64,9.1,2,7,0.22,-1.1,31
2020-09-04,64,Bamboo,-2.7,8.5,0,7,0.0,1.46,1
2020-09-04,65,Zombie Ice Cream Truck,-2.75,8.2,0,1,0.0,-2.29,79
2020-09-04,66,University of Vermont,-2.75,8.2,2,3,0.4,-2.65,89
2020-09-04,67,Tempo,-3.03,6.3,3,10,0.23,-1.18,36
2020-09-04,68,Bowdoin B,-3.06,6.1,2,4,0.33,-2.7,90
2020-09-04,69,Filthy Gorgeous,-3.08,6.0,0,2,0.0,-1.93,69
2020-09-04,70,Zephyr,-3.09,6.0,1,8,0.11,-1.06,28
2020-09-04,71,Proceed With Caution,-3.13,5.8,0,3,0.0,-1.3,38
2020-09-04,72,VETO,-3.17,5.5,3,9,0.25,-1.84,64
2020-09-04,73,Columbia,-3.18,5.5,0,3,0.0,-1.56,53
2020-09-04,74,Williams,-3.25,5.1,1,4,0.2,-2.34,82
2020-09-04,75,Salt City Spirit,-3.27,5.0,1,8,0.11,-1.37,42
2020-09-04,76,Boomslang,-3.28,5.0,0,2,0.0,-2.13,74
2020-09-04,77,Seismic,-3.33,4.8,0,2,0.0,-2.4,84
2020-09-04,78,BUS,-3.34,4.7,0,2,0.0,-2.51,87
2020-09-04,79,OHANA,-3.35,4.6,1,8,0.11,-1.31,39
2020-09-04,80,Further,-3.4,4.5,0,6,0.0,-0.73,24
2020-09-04,81,Massachusetts,-3.42,4.4,0,4,0.0,-1.57,55
2020-09-04,82,Apocalypse,-3.55,3.8,0,3,0.0,-2.07,72
2020-09-04,83,The Beacon School,-3.67,3.4,0,5,0.0,-1.75,61
2020-09-04,84,Golden Girls,-3.71,3.3,1,12,0.08,-1.35,41
2020-09-04,85,Shadowbox,-3.72,3.3,1,4,0.2,-2.91,93
2020-09-04,86,NOLA Women,-3.81,3.0,0,5,0.0,-1.62,57
2020-09-04,87,Wellesley College,-3.86,2.9,0,4,0.0,-2.2,77
2020-09-04,88,Bowdoin,-3.86,2.8,0,4,0.0,-2.33,81
2020-09-04,89,DC MadDames,-3.92,2.7,1,5,0.17,-2.88,92
2020-09-04,90,Smith,-3.96,2.6,0,4,0.0,-2.39,83
2020-09-04,91,Milwaukee WUT women's ultimate team,-4.08,2.3,0,8,0.0,-1.56,54
2020-09-04,92,Reign,-4.16,2.1,1,14,0.07,-1.48,52
2020-09-04,93,Tsunami,-4.25,2.0,0,4,0.0,-2.46,86
