date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-03,1,Ohio State,4.34,97.2,46,2,0.96,0.31,15
2020-09-03,2,Oregon,3.94,95.8,41,4,0.91,0.89,5
2020-09-03,3,Central Florida,3.34,92.6,42,6,0.88,0.52,7
2020-09-03,4,California-Santa Barbara,2.84,88.4,38,6,0.86,0.47,8
2020-09-03,5,Washington,2.74,87.3,29,8,0.78,1.05,4
2020-09-03,6,British Columbia,2.26,80.9,22,12,0.65,1.44,3
2020-09-03,7,Northeastern,1.91,75.0,30,11,0.73,0.45,9
2020-09-03,8,Texas,1.9,74.7,29,10,0.74,0.4,13
2020-09-03,9,Virginia,1.62,69.2,31,9,0.78,-0.15,24
2020-09-03,10,Carleton College,1.6,68.8,24,9,0.73,0.15,20
2020-09-03,11,Colorado,1.5,66.6,25,11,0.69,0.27,17
2020-09-03,12,Michigan,1.49,66.3,32,13,0.71,0.26,18
2020-09-03,13,Stanford,1.41,64.5,24,13,0.65,0.44,10
2020-09-03,14,Rice,1.25,60.7,38,3,0.93,-1.83,97
2020-09-03,15,Tufts,1.09,57.0,21,13,0.62,0.29,16
2020-09-03,16,Western Washington,1.08,56.7,25,17,0.6,0.4,14
2020-09-03,17,UCLA,1.07,56.4,31,19,0.62,0.42,11
2020-09-03,18,Victoria,1.0,54.8,13,17,0.43,1.51,2
2020-09-03,19,Middlebury,0.98,54.2,25,2,0.93,-2.04,124
2020-09-03,20,North Carolina,0.84,50.6,29,14,0.67,-0.28,28
2020-09-03,21,Whitman,0.81,50.0,17,14,0.55,0.4,12
2020-09-03,22,Harvard,0.71,47.6,25,7,0.78,-1.17,51
2020-09-03,23,Kansas,0.56,43.8,21,16,0.57,0.22,19
2020-09-03,24,Texas A&M,0.5,42.3,27,7,0.79,-1.56,69
2020-09-03,25,Colorado State,0.45,41.1,20,7,0.74,-1.07,49
2020-09-03,26,Dartmouth,0.43,40.6,19,6,0.76,-1.05,48
2020-09-03,27,Florida State,0.42,40.4,27,15,0.64,-0.25,27
2020-09-03,28,Colorado College,0.38,39.5,16,11,0.59,0.02,21
2020-09-03,29,Haverford,0.29,37.2,23,2,0.92,-2.21,155
2020-09-03,30,California-San Diego,0.23,36.0,26,18,0.59,-0.18,25
2020-09-03,31,St Benedict,0.23,35.8,17,2,0.89,-2.19,151
2020-09-03,32,Purdue,0.17,34.4,16,3,0.84,-1.77,86
2020-09-03,33,Maryland,0.05,31.8,17,13,0.57,-0.09,23
2020-09-03,34,Illinois,0.03,31.4,23,8,0.74,-1.2,53
2020-09-03,35,Carleton College-Eclipse,-0.15,27.6,22,5,0.81,-2.07,129
2020-09-03,36,Cornell,-0.17,27.3,23,10,0.7,-1.1,50
2020-09-03,37,Iowa State,-0.26,25.6,14,15,0.48,-0.02,22
2020-09-03,38,Wisconsin,-0.3,24.7,16,13,0.55,-0.3,29
2020-09-03,39,Missouri State,-0.34,24.1,9,5,0.64,-1.0,46
2020-09-03,40,James Madison,-0.37,23.5,20,14,0.59,-0.67,38
2020-09-03,41,Columbia,-0.4,22.9,20,4,0.83,-2.29,164
2020-09-03,42,Florida,-0.46,21.9,19,19,0.5,-0.2,26
2020-09-03,43,Pittsburgh,-0.49,21.4,17,16,0.52,-0.33,30
2020-09-03,44,Truman State,-0.51,21.1,20,7,0.74,-1.78,87
2020-09-03,45,California-Davis,-0.58,19.9,21,19,0.52,-0.47,33
2020-09-03,46,San Diego State University,-0.67,18.6,22,15,0.59,-1.03,47
2020-09-03,47,Notre Dame,-0.7,18.1,20,10,0.67,-1.71,80
2020-09-03,48,Indiana,-0.71,18.0,17,6,0.74,-2.04,123
2020-09-03,49,Ottawa,-0.71,17.9,10,5,0.67,-1.55,68
2020-09-03,50,Auburn,-0.73,17.7,25,9,0.74,-2.05,127
2020-09-03,51,Wake Forest,-0.73,17.6,23,6,0.79,-2.34,169
2020-09-03,52,Georgia,-0.83,16.2,18,19,0.49,-0.54,34
2020-09-03,53,Clemson,-0.83,16.2,21,8,0.72,-1.96,114
2020-09-03,54,Brown,-0.88,15.6,16,8,0.67,-1.64,74
2020-09-03,55,Bowdoin,-0.89,15.4,17,8,0.68,-1.7,79
2020-09-03,56,Southern California,-0.94,14.8,22,24,0.48,-0.74,39
2020-09-03,57,Alabama,-0.99,14.2,26,11,0.7,-2.06,128
2020-09-03,58,Claremont,-1.03,13.7,14,12,0.54,-1.18,52
2020-09-03,59,North Carolina-Wilmington,-1.07,13.3,13,13,0.5,-0.97,44
2020-09-03,60,Penn State,-1.11,12.8,16,10,0.62,-1.52,63
2020-09-03,61,Virginia Tech,-1.12,12.7,19,12,0.61,-1.67,78
2020-09-03,62,Oregon State,-1.13,12.6,6,11,0.35,0.55,6
2020-09-03,63,West Virginia,-1.16,12.2,15,8,0.65,-1.84,100
2020-09-03,64,Washington University,-1.17,12.2,9,12,0.43,-0.67,37
2020-09-03,65,Puget Sound,-1.19,11.9,11,4,0.73,-2.42,177
2020-09-03,66,Williams,-1.2,11.9,19,10,0.66,-1.95,113
2020-09-03,67,Case Western Reserve,-1.21,11.7,11,7,0.61,-1.5,61
2020-09-03,68,Harding,-1.24,11.4,17,7,0.71,-2.27,163
2020-09-03,69,Northwestern,-1.24,11.4,12,15,0.44,-0.77,40
2020-09-03,70,Minnesota,-1.28,11.0,11,13,0.46,-0.95,43
2020-09-03,71,Georgetown,-1.28,11.0,14,10,0.58,-1.66,77
2020-09-03,72,Iowa,-1.29,10.9,13,15,0.46,-0.99,45
2020-09-03,73,Emory,-1.3,10.8,25,13,0.66,-2.19,150
2020-09-03,74,Georgia Tech,-1.3,10.8,23,15,0.61,-1.87,107
2020-09-03,75,Rochester,-1.34,10.5,10,6,0.62,-1.84,99
2020-09-03,76,Chicago,-1.38,10.0,20,8,0.71,-2.53,195
2020-09-03,77,MIT,-1.42,9.7,13,12,0.52,-1.32,55
2020-09-03,78,Delaware,-1.43,9.6,13,11,0.54,-1.61,73
2020-09-03,79,Humboldt State,-1.51,8.9,12,11,0.52,-1.42,58
2020-09-03,80,St Olaf,-1.53,8.8,16,11,0.59,-2.05,125
2020-09-03,81,Pennsylvania,-1.53,8.8,12,10,0.55,-1.6,71
2020-09-03,82,Texas State,-1.53,8.8,22,15,0.59,-1.96,116
2020-09-03,83,Towson,-1.57,8.5,13,6,0.68,-2.51,188
2020-09-03,84,California-Santa Cruz,-1.58,8.4,17,16,0.52,-1.55,67
2020-09-03,85,Pacific Lutheran,-1.59,8.3,12,3,0.8,-3.04,246
2020-09-03,86,Marquette,-1.59,8.3,8,3,0.73,-2.52,191
2020-09-03,87,Arizona State,-1.59,8.3,14,14,0.5,-1.5,60
2020-09-03,88,Vermont,-1.6,8.3,11,9,0.55,-1.8,91
2020-09-03,89,Nebraska,-1.62,8.1,16,13,0.55,-1.89,110
2020-09-03,90,Yale,-1.64,8.0,10,6,0.62,-2.22,157
2020-09-03,91,Brigham Young,-1.66,7.8,6,1,0.86,-3.39,269
2020-09-03,92,Hamilton,-1.66,7.8,7,4,0.64,-2.21,153
2020-09-03,93,California,-1.69,7.6,14,29,0.33,-0.55,35
2020-09-03,94,Connecticut,-1.7,7.5,14,7,0.67,-2.47,183
2020-09-03,95,Gettysburg,-1.73,7.3,3,1,0.75,-2.64,204
2020-09-03,96,Dayton,-1.77,7.0,8,6,0.57,-1.75,83
2020-09-03,97,Michigan B,-1.8,6.8,12,9,0.57,-2.17,147
2020-09-03,98,Valparaiso,-1.85,6.6,10,10,0.5,-1.8,90
2020-09-03,99,SUNY-Oneonta,-1.88,6.4,5,1,0.83,-3.32,266
2020-09-03,100,Sonoma State,-1.89,6.3,10,23,0.3,-0.41,31
2020-09-03,101,Drake University,-1.89,6.3,10,5,0.67,-2.68,206
2020-09-03,102,Messiah,-1.89,6.3,11,7,0.61,-2.47,182
2020-09-03,103,Hofstra,-1.91,6.2,20,13,0.61,-2.53,194
2020-09-03,104,Elon,-1.92,6.1,13,9,0.59,-2.35,170
2020-09-03,105,Carnegie Mellon,-1.94,6.0,12,11,0.52,-1.9,111
2020-09-03,106,Princeton,-1.96,5.9,15,12,0.56,-2.21,154
2020-09-03,107,Wooster,-1.96,5.9,12,10,0.55,-2.11,136
2020-09-03,108,Smith,-1.98,5.8,16,8,0.67,-2.82,219
2020-09-03,109,Vanderbilt,-2.06,5.4,13,16,0.45,-1.84,98
2020-09-03,110,NYU,-2.13,5.0,12,16,0.43,-1.58,70
2020-09-03,111,Lehigh,-2.14,5.0,15,9,0.62,-2.76,215
2020-09-03,112,Bates,-2.17,4.8,11,6,0.65,-3.1,252
