date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-04,1,Seattle Riot,3.49,97.9,33,3,0.92,0.44,6
2020-09-04,2,Brute Squad,3.44,97.8,36,3,0.92,0.19,7
2020-09-04,3,Molly Brown,2.23,92.9,23,8,0.74,0.6,3
2020-09-04,4,Fury,1.99,91.2,23,8,0.74,0.54,4
2020-09-04,5,Scandal,1.62,87.7,22,9,0.71,0.46,5
2020-09-04,6,Traffic,1.12,81.3,15,10,0.6,0.78,2
2020-09-04,7,6ixers,0.59,71.8,15,3,0.83,-1.0,20
2020-09-04,8,Phoenix,0.36,67.1,21,12,0.64,-0.28,10
2020-09-04,9,Ozone,0.04,59.5,21,11,0.66,-0.66,14
2020-09-04,10,Showdown,0.03,59.4,19,15,0.56,-0.33,12
2020-09-04,11,Wildfire,-0.01,58.4,20,10,0.67,-0.81,17
2020-09-04,12,Nightlock,-0.02,58.0,17,14,0.55,-0.04,8
2020-09-04,13,BENT,-0.03,57.8,16,12,0.57,-0.05,9
2020-09-04,14,Rival,-0.1,56.2,26,9,0.74,-1.43,24
2020-09-04,15,Heist,-0.15,55.0,22,16,0.58,-0.57,13
2020-09-04,16,Green Means Go,-0.32,50.8,26,17,0.6,-0.74,15
2020-09-04,17,Iris,-0.35,49.9,20,14,0.59,-0.75,16
2020-09-04,18,Underground,-0.54,45.1,20,15,0.57,-0.83,18
2020-09-04,19,Siege,-0.64,42.8,20,13,0.61,-1.02,21
2020-09-04,20,Fusion,-0.78,39.3,2,5,0.29,1.24,1
2020-09-04,21,Schwa,-0.93,35.8,16,23,0.41,-0.29,11
2020-09-04,22,Steel,-0.97,35.0,13,3,0.81,-2.57,55
2020-09-04,23,Nemesis,-1.09,32.3,11,12,0.48,-0.87,19
2020-09-04,24,Colorado Small Batch,-1.42,25.6,17,11,0.61,-1.93,34
2020-09-04,25,Zephyr,-1.42,25.5,15,7,0.68,-2.13,39
2020-09-04,26,PPF,-1.58,22.7,15,10,0.6,-1.88,32
2020-09-04,27,Stella,-1.61,22.0,13,12,0.52,-1.71,27
2020-09-04,28,Maeve,-1.64,21.6,15,10,0.6,-2.12,38
2020-09-04,29,Outbreak,-1.65,21.4,14,7,0.67,-2.41,49
2020-09-04,30,Pop,-1.67,21.1,17,13,0.57,-1.97,35
2020-09-04,31,Vice,-1.68,20.9,25,7,0.78,-3.13,83
2020-09-04,32,Grit,-1.74,19.9,21,11,0.66,-2.6,56
2020-09-04,33,slowhana,-1.75,19.8,5,2,0.71,-2.74,63
2020-09-04,34,Virginia Rebellion,-1.77,19.4,24,9,0.73,-3.12,81
2020-09-04,35,Encore,-1.78,19.3,13,8,0.62,-2.28,45
2020-09-04,36,Hot Metal,-1.85,18.2,13,19,0.41,-1.2,22
2020-09-04,37,Viva,-1.88,17.8,18,8,0.69,-2.92,77
