date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-03,1,North Carolina,3.5,92.4,18,0,1,0.25,30
2020-09-03,2,Washington,3.5,92.3,20,2,0.91,0.95,6
2020-09-03,3,Oregon,3.28,90.7,19,2,0.9,0.62,18
2020-09-03,4,Brigham Young,3,88,13,1,0.93,0.81,11
2020-09-03,5,Colorado,2.86,86.5,12,3,0.8,1.58,1
2020-09-03,6,Cal Poly-SLO,2.64,83.7,18,5,0.78,1.05,3
2020-09-03,7,Utah State,2.52,81.9,14,0,1,-0.75,114
2020-09-03,8,Michigan,1.91,71.3,8,1,0.89,-0.09,49
2020-09-03,9,Massachusetts,1.65,65.5,12,4,0.75,0.45,23
2020-09-03,10,Pittsburgh,1.63,65.1,11,5,0.69,0.88,8
2020-09-03,11,Ohio State,1.6,64.4,8,3,0.73,0.84,9
2020-09-03,12,Colorado State,1.47,61.4,10,5,0.67,0.99,4
2020-09-03,13,Carleton College,1.43,60.4,11,5,0.69,0.73,13
2020-09-03,14,Miami (Ohio),1.43,60.4,11,0,1,-1.55,291
2020-09-03,15,Brown,1.29,57,11,5,0.69,0.57,20
2020-09-03,16,UCLA,1.26,56.2,13,10,0.57,1.15,2
2020-09-03,17,Embry-Riddle,1.14,53.3,7,0,1,-1.39,259
2020-09-03,18,Vermont,1.1,52.3,12,2,0.86,-0.54,86
2020-09-03,19,Minnesota,1.09,52.2,10,6,0.62,0.67,15
2020-09-03,20,British Columbia,1.02,50.3,8,6,0.57,0.98,5
2020-09-03,21,Oklahoma State,1,50,11,5,0.69,0.4,25
2020-09-03,22,James Madison,0.98,49.4,6,1,0.86,-0.32,62
2020-09-03,23,Villanova,0.94,48.3,12,2,0.86,-0.67,102
2020-09-03,24,Tufts,0.93,48,10,6,0.62,0.63,17
2020-09-03,25,California,0.91,47.6,8,6,0.57,0.83,10
2020-09-03,26,Marist,0.9,47.3,6,0,1,-1.33,245
2020-09-03,27,Denver,0.88,46.8,18,4,0.82,-0.82,128
2020-09-03,28,Oregon State,0.82,45.4,13,8,0.62,0.39,26
2020-09-03,29,Georgetown,0.81,45.2,17,3,0.85,-0.99,172
2020-09-03,30,California-Santa Cruz,0.8,44.8,18,9,0.67,-0.03,44
2020-09-03,31,Santa Clara,0.79,44.6,10,5,0.67,0.26,29
2020-09-03,32,Occidental,0.77,44,16,2,0.89,-1.27,235
2020-09-03,33,Western Washington,0.73,43.1,9,4,0.69,0.11,36
2020-09-03,34,North Carolina-Wilmington,0.69,42.2,11,6,0.65,0.21,32
2020-09-03,35,South Carolina,0.63,40.8,9,4,0.69,-0.01,42
2020-09-03,36,Yale,0.62,40.5,12,3,0.8,-0.77,116
2020-09-03,37,North Carolina State,0.62,40.4,11,6,0.65,0.13,34
2020-09-03,38,Colgate,0.61,40.3,5,1,0.83,-0.67,100
2020-09-03,39,Lehigh,0.61,40.2,9,4,0.69,-0.11,52
2020-09-03,40,Georgia,0.6,40.1,7,5,0.58,0.5,22
2020-09-03,41,Montana State University,0.59,39.8,12,3,0.8,-0.86,133
2020-09-03,42,SUNY-Buffalo,0.57,39.2,5,1,0.83,-0.76,115
2020-09-03,43,Boston University,0.51,37.9,5,2,0.71,-0.04,46
2020-09-03,44,Northwestern,0.45,36.5,16,7,0.7,-0.33,64
2020-09-03,45,SUNY-Albany,0.45,36.4,5,2,0.71,-0.26,57
2020-09-03,46,William & Mary,0.44,36.2,8,3,0.73,-0.34,65
2020-09-03,47,Cedarville,0.4,35.3,5,0,1,-1.77,333
2020-09-03,48,Northern Arizona,0.4,35.3,10,5,0.67,-0.37,70
2020-09-03,49,Liberty,0.37,34.7,9,4,0.69,-0.37,69
2020-09-03,50,Missouri S&T,0.36,34.5,16,4,0.8,-1.14,206
2020-09-03,51,Puget Sound,0.36,34.4,11,2,0.85,-1.25,229
2020-09-03,52,Ave Maria,0.36,34.3,6,1,0.86,-1.14,208
2020-09-03,53,Alabama,0.34,33.9,12,5,0.71,-0.55,88
2020-09-03,54,Georgia Tech,0.34,33.9,10,5,0.67,-0.4,71
2020-09-03,55,Penn State B,0.33,33.7,10,2,0.83,-1.27,236
2020-09-03,56,Middle Tennessee State,0.29,32.9,10,3,0.77,-0.85,132
2020-09-03,57,Amherst College,0.29,32.9,11,3,0.79,-1.04,183
2020-09-03,58,Princeton,0.29,32.8,5,1,0.83,-0.91,149
2020-09-03,59,Arizona,0.23,31.6,5,2,0.71,-0.37,68
2020-09-03,60,Rochester,0.23,31.6,5,1,0.83,-1.06,188
