date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank
2020-09-04,1,Ironside,3.76,91.7,26,3,0.9,1.49,2
2020-09-04,2,Truck Stop,3.24,86.7,26,5,0.84,1.42,3
2020-09-04,3,Revolver,3.04,84.2,21,4,0.84,0.9,12
2020-09-04,4,Johnny Bravo,2.9,82.4,25,6,0.81,1.13,8
2020-09-04,5,GOAT,2.37,73.3,21,5,0.81,0.62,19
2020-09-04,6,Sockeye,2.23,70.4,18,7,0.72,1.09,9
2020-09-04,7,PoNY,2.18,69.4,25,10,0.71,0.8,14
2020-09-04,8,Chicago Machine,2.16,69.0,21,11,0.66,1.4,4
2020-09-04,9,Madison Club,2.06,66.8,22,10,0.69,1.14,7
2020-09-04,10,H.I.P,1.69,58.1,24,7,0.77,-0.01,24
2020-09-04,11,Patrol,1.61,56.2,19,15,0.56,1.31,5
2020-09-04,12,Prairie Fire,1.61,56.1,22,13,0.63,0.67,18
2020-09-04,13,Ring of Fire,1.57,55.3,20,13,0.61,0.88,13
2020-09-04,14,HIGH FIVE,1.55,54.6,17,16,0.52,1.55,1
2020-09-04,15,Florida United,1.45,52.3,18,7,0.72,0.0,23
2020-09-04,16,Rhino,1.4,51.1,17,11,0.61,0.95,11
2020-09-04,17,Doublewide,1.36,49.9,14,13,0.52,1.22,6
2020-09-04,18,Chain Lightning,1.33,49.2,18,6,0.75,-0.07,25
2020-09-04,19,Dig,1.31,48.7,26,11,0.7,0.12,20
2020-09-04,20,Sub Zero,1.13,44.2,15,10,0.6,0.77,15
2020-09-04,21,SoCal Condors,1.06,42.5,23,4,0.85,-0.92,43
2020-09-04,22,Spf5000,0.97,40.4,7,0,1.0,-1.76,102
2020-09-04,23,Guerrilla,0.92,39.2,22,11,0.67,-0.1,26
2020-09-04,24,Mockingbird,0.91,39.0,14,3,0.82,-0.79,39
2020-09-04,25,Furious George,0.82,36.9,16,14,0.53,0.67,17
2020-09-04,26,Ironmen,0.68,33.7,24,7,0.77,-0.96,44
2020-09-04,27,Medicine Men,0.65,33.0,20,7,0.74,-0.67,36
2020-09-04,28,Freaks,0.52,30.2,27,11,0.71,-0.72,37
2020-09-04,29,Phoenix,0.51,30.0,13,7,0.65,-0.15,27
2020-09-04,30,Turbine,0.32,26.0,16,10,0.62,-0.19,28
2020-09-04,31,Smokestack,0.31,25.8,28,10,0.74,-1.04,49
2020-09-04,32,CITYWIDE Special,0.18,23.5,22,4,0.85,-1.81,112
2020-09-04,33,Inception,0.16,23.1,20,18,0.53,0.07,21
2020-09-04,34,PowderHogs,0.15,23.0,22,9,0.71,-1.02,48
2020-09-04,35,Temper,0.09,21.9,13,10,0.57,-0.2,30
2020-09-04,36,Illusion,0.06,21.5,21,4,0.84,-1.75,97
2020-09-04,37,Sprawl,-0.06,19.5,17,10,0.63,-0.85,40
2020-09-04,38,Whiskeyjacks,-0.07,19.3,6,1,0.86,-1.42,63
2020-09-04,39,Garden State Ultimate,-0.08,19.2,16,14,0.53,-0.19,29
2020-09-04,40,Richmond Floodwall,-0.08,19.1,20,5,0.8,-1.76,101
2020-09-04,41,Dark Star,-0.08,19.1,19,6,0.76,-1.5,71
2020-09-04,42,Cash Crop,-0.13,18.4,15,11,0.58,-0.39,33
2020-09-04,43,Voodoo,-0.19,17.5,23,7,0.77,-1.73,93
2020-09-04,44,Beachfront Property,-0.21,17.2,25,9,0.74,-1.46,67
2020-09-04,45,Big Wrench,-0.25,16.6,18,9,0.67,-1.13,52
2020-09-04,46,Plex,-0.31,15.8,23,9,0.72,-1.58,77
2020-09-04,47,Mad Men,-0.32,15.7,20,12,0.62,-0.92,42
2020-09-04,48,Bullet,-0.32,15.7,20,7,0.74,-1.74,94
2020-09-04,49,Kentucky Flying Circus,-0.55,12.9,24,6,0.8,-2.37,191
