team_id,team,team_name,division,gender,competition,region,conference
24537,Cincinnati,Bearcats,College,Men,Division I,Ohio Valley,Ohio DI
24780,Coastal Carolina,Beach Chickens,College,Men,Division I,Atlantic Coast,Carolina DI
24635,North Carolina B,BatCH,College,Men,Developmental,Atlantic Coast,Southern Atlantic Coast Dev
24777,Southern Methodist,Bankroll,College,Men,Division I,South Central,North Texas DI
23237,Whitworth,Bangarang,College,Men,Division III,Northwest,Northwest DIII
24923,Towson B,Bamboozle,College,Men,Developmental,Atlantic Coast,Colonial Dev
25004,Catholic,Bad Habit,College,Men,Division III,Atlantic Coast,Northern Atlantic Coast DIII
24718,Lewis & Clark,Bacchus,College,Men,Division III,Northwest,Northwest DIII
23192,Xavier,B.L.O.B.,College,Men,Division III,Ohio Valley,Ohio DIII
25136,Willamette University,Asylum,College,Men,Division III,Northwest,Northwest DIII
24186,Maryland B,Astro Quakers,College,Men,Developmental,Atlantic Coast,Colonial Dev
24447,Amherst College,Army of Darkness,College,Men,Division III,New England,South New England DIII
24235,Vanderbilt,Armada,College,Men,Division I,Southeast,Gulf Coast DI
24661,Saint Louis,Archangel,College,Men,Division I,South Central,Ozarks DI
24270,Michigan State,ARC,College,Men,Division I,Great Lakes,Michigan DI
23536,Oklahoma,Apes of Wrath,College,Men,Division I,South Central,Ozarks DI
24840,Northern Iowa,AmmUNItion,College,Men,Division I,North Central,West Plains DI
24531,Temple,Alert,College,Men,Division I,Ohio Valley,East Penn DI
23106,Wright State,Airstrike,College,Men,Division I,Ohio Valley,Ohio DI
23125,California-San Diego B,Air Squids LITE,College,Men,Developmental,Southwest,Southwest Dev
23134,California-San Diego,Air Squids,College,Men,Division I,Southwest,SoCal DI
23043,Washington State,Air Raid,College,Men,Division I,Northwest,Big Sky DI
23801,Caltech,Aftermath,College,Men,Division III,Southwest,Southwest DIII
24003,Air Force,Afterburn,College,Men,Division III,South Central,Rocky Mountain DIII
24190,Auburn,Aetos,College,Men,Division I,Southeast,Gulf Coast DI
