team_id,team,team_name,division,gender,competition,region,conference
25181,Dayton,FLUD,College,Men,Division I,Ohio Valley,Ohio DI
25141,Florida Tech,Florida Tech Competitive,College,Men,Division III,Southeast,Eastern Southeast DIII
24494,Florida B,Florida B,College,Men,Developmental,Southeast,Southeast Dev
24559,Florida,Florida,College,Men,Division I,Southeast,Florida DI
24599,Liberty,Flames,College,Men,Division I,Atlantic Coast,Virginia DI
23776,Jacksonville State,Firebird,College,Men,Division I,Southeast,Gulf Coast DI
24570,Indiana (Pennsylvania),Fighting Squirrels,College,Men,Division I,Ohio Valley,West Penn DI
24152,Case Western Reserve,Fighting Gobies[A],College,Men,Division I,Ohio Valley,Ohio DI
24153,Case Western Reserve B,Fighting Gobies,College,Men,Developmental,Ohio Valley,Ohio Valley Dev
25005,Florida Gulf Coast,FGCU Eagles,College,Men,Division I,Southeast,Florida DI
23641,San Diego State,Federales,College,Men,Division I,Southwest,SoCal DI
23375,Wisconsin B,Fauxdags,College,Men,Developmental,North Central,North Central Dev
24764,Franciscan,Fatal,College,Men,Division III,Ohio Valley,Ohio DIII
24653,Messiah,Falcons,College,Men,Division III,Ohio Valley,West Penn DIII
25271,Colorado School of Mines B,Entropy - B,College,Men,Division III,South Central,Rocky Mountain DIII
25268,Colorado School of Mines,Entropy,College,Men,Division III,South Central,Rocky Mountain DIII
23913,Pittsburgh,En Sabah Nur,College,Men,Division I,Ohio Valley,West Penn DI
24806,Emory,Emory Juice,College,Men,Division I,Southeast,Southern Appalachian DI
23193,Nevada-Reno,Elevation Ultimate,College,Men,Division I,Southwest,NorCal DI
24271,Tufts,Elephant Men,College,Men,Division I,New England,Metro Boston DI
24640,Northern Arizona,El Ponderoso,College,Men,Division I,Southwest,Desert DI
23215,Oregon,Ego,College,Men,Division I,Northwest,Cascadia DI
23957,Wisconsin-Eau Claire,EauZone,College,Men,Division I,North Central,Lake Superior DI
23931,Swarthmore,Earthworms,College,Men,Division III,Ohio Valley,East Penn DIII
24751,Georgia Southern,Eagles,College,Men,Division I,Southeast,Southern Appalachian DI
24689,Boston College,Eagles,College,Men,Division I,New England,Metro Boston DI
24413,Oklahoma Christian,Eagles,College,Men,Division III,South Central,Ozarks DIII
23211,Davidson,DUFF,College,Men,Division III,Atlantic Coast,Carolina DIII
25006,Florida State B,DUF Lite,College,Men,Developmental,Southeast,Southeast Dev
24097,Florida State,DUF,College,Men,Division I,Southeast,Florida DI
24910,Drury University,Drury Ultimate,College,Men,Division III,South Central,
24597,Drexel,Dragons,College,Men,Division I,Ohio Valley,East Penn DI
24916,Texas A&M B,Dozen Matter,College,Men,Developmental,South Central,South Texas DI
24564,Texas A&M,Dozen,College,Men,Division I,South Central,South Texas DI
24481,Syracuse,Doom,College,Men,Division I,Metro East,Western NY DI
24094,Central Florida,Dogs of War,College,Men,Division I,Southeast,Florida DI
23263,Samford,Dogma,College,Men,Division III,Southeast,Western Southeast DIII
23153,Georgia College,Disconnected,College,Men,Division III,Southeast,Eastern Southeast DIII
24310,Embry-Riddle,Dirty Birds,College,Men,Division III,Southeast,Eastern Southeast DIII
24440,Western Washington,DIRT,College,Men,Division I,Northwest,Northwest DI
23988,Sam Houston State,Deuce Ultimate,College,Men,Division I,South Central,South Texas DI
24902,Occidental,Detox,College,Men,Division III,Southwest,Southwest DIII
25045,Denison,Denison Frisbee Ultimate Club,College,Men,Division III,Ohio Valley,Ohio DIII
25212,Dayton B,Dayton FLUD B,College,Men,Developmental,Ohio Valley,Ohio Dev
23767,California-Davis,Davis Dogs,College,Men,Division I,Southwest,NorCal DI
23711,North Carolina,Darkside,College,Men,Division I,Atlantic Coast,Carolina DI
24632,Mississippi State,Dark Horse,College,Men,Division I,Southeast,Gulf Coast DI
24867,Johns Hopkins,Dangerzone,College,Men,Division I,Atlantic Coast,Colonial DI
25424,Cutthroat Spring 2020,Cutthroat Clinic Roster,College,Men,,,
24410,Carleton College-CUT,CUT,College,Men,Division I,North Central,Northwoods DI
23556,Colorado B,CUCU,College,Men,Division I,South Central,Rocky Mountain DI
23611,Purdue B,CTRL-Z,College,Men,Developmental,Great Lakes,Great Lakes Dev
24438,Cal Poly-Pomona,Cow Ultimate,College,Men,Division I,Southwest,SoCal DI
24543,Nebraska,Cornfed Ultimate,College,Men,Division I,North Central,West Plains DI
24985,Cornell B,Cornell-B (Shake),College,Men,Developmental,Metro East,Metro East Dev
24630,Washington University B,Contraband,College,Men,Division I,South Central,Ozarks DI
23628,Washington University,Contra,College,Men,Division I,South Central,Ozarks DI
25261,Creighton,Colossus,College,Men,Division I,North Central,West Plains DI
23224,Colorado-Mesa,Colorado Mesa Space Cows,College,Men,Division I,South Central,Rocky Mountain DI
25225,Rice B,Cloud 9,College,Men,Division III,South Central,Texas DIII
23254,Rice,Cloud 9,College,Men,Division III,South Central,Texas DIII
24705,Princeton B,Clockwork B,College,Men,Developmental,Metro East,Metro East Dev
24510,Princeton,Clockwork,College,Men,Division I,Metro East,Metro NY DI
24971,Georgia B,Chillydawgs,College,Men,Developmental,Southeast,Southeast Dev
23828,Vermont-C,Chill D,College,Men,Developmental,New England,Greater New England Dev
23453,Vermont,Chill,College,Men,Division I,New England,Greater New England DI
24815,Chico State,Chico State Wildcats,College,Men,Division I,Southwest,NorCal DI
24421,Brigham Young B,CHI B,College,Men,Developmental,Northwest,Big Sky DI
24146,Brigham Young,CHI,College,Men,Division I,Northwest,Big Sky DI
24536,North Carolina-Charlotte,Charlotte Skyrise,College,Men,Division I,Atlantic Coast,Carolina DI
23825,Colby,CDC (Men's),College,Men,Division III,New England,North New England DIII
23049,North Florida,Category 5,College,Men,Division I,Southeast,Florida DI
24759,Ball State,Cardinals,College,Men,Division I,Great Lakes,East Plains DI
23047,Campbell,Camels,College,Men,Division III,Atlantic Coast,Carolina DIII
23277,California,California-Berkeley,College,Men,Division I,Southwest,NorCal DI
24860,Cal Poly-SLO C,Cal Poly SLO C,College,Men,Developmental,Southwest,Southwest Dev
24888,Salisbury,Buzz Ultimate A,College,Men,Division I,Atlantic Coast,Colonial DI
24495,Butler,Butler Big Dog,College,Men,Division III,Great Lakes,East Plains DIII
23652,Virginia Tech,Burn,College,Men,Division I,Atlantic Coast,Virginia DI
23175,Cornell,Buds,College,Men,Division I,Metro East,Western NY DI
24461,Berry,Bucks,College,Men,Division III,Southeast,Eastern Southeast DIII
24563,Texas State,Buckets,College,Men,Division I,South Central,South Texas DI
24602,George Fox,Bruins,College,Men,Division III,Northwest,Northwest DIII
24676,Brown,Brownian Motion,College,Men,Division I,New England,Greater New England DI
23229,Brown B,Brown - B,College,Men,Developmental,New England,Greater New England Dev
23186,Duke,Brimstone,College,Men,Division I,Atlantic Coast,Carolina DI
24986,UW-Eau Claire B,Breauzone,College,Men,Developmental,North Central,Lake Superior Dev
24506,Claremont,Braineaters,College,Men,Division III,Southwest,Southwest DIII
23222,Boston University,Boston University,College,Men,Division I,New England,Metro Boston DI
23589,Maryland-Baltimore County,Booya,College,Men,Division I,Atlantic Coast,Colonial DI
23203,Illinois B,Boomland,College,Men,Developmental,Great Lakes,Great Lakes Dev
23274,Northwestern B,Bolt,College,Men,Developmental,Great Lakes,Great Lakes Dev
24959,Wisconsin-Milwaukee B,BLACKOUT,College,Men,Developmental,North Central,North Central Dev
24260,Maine,Blackfly,College,Men,Division I,New England,Greater New England DI
23048,California-Santa Barbara,Black Tide,College,Men,Division I,Southwest,SoCal DI
24402,Olivet Nazarene,Black Penguins,College,Men,Division III,Great Lakes,Illinois DIII
23178,California-Santa Barbara B,Black Out,College,Men,Developmental,Southwest,Southwest Dev
24710,Wisconsin-Milwaukee,Black Cat,College,Men,Division I,North Central,Lake Superior DI
24600,Virginia Commonwealth University,Biscuit Villains,College,Men,Division I,Atlantic Coast,Virginia DI
23511,Elon,Big Fat Bomb,College,Men,Division III,Atlantic Coast,Carolina DIII
23129,Haverford,Big Donkey Ultimate,College,Men,Division III,Ohio Valley,East Penn DIII
24741,The Ohio State University B,Big Buckin' Chicken,College,Men,Developmental,Ohio Valley,Ohio Dev
24753,Belmont University,Belmont - Disco,College,Men,Division III,Southeast,Southeast DIII
24487,California-Irvine B,Bedtime,College,Men,Developmental,Southwest,Southwest Dev
24500,Oregon State,Beavers,College,Men,Division I,Northwest,Cascadia DI
24649,Northeastern B,Beastern,College,Men,Developmental,New England,Metro Boston Dev
